Page,Edits,Editors,Views
"Unsolved Mysteries",?,?,526657
"Brittany Murphy",?,?,526270
"Lady of the Lake",?,?,524235
"Beyoncé",?,?,522167
"Albert Einstein",?,?,521913
"Scottie Pippen",?,?,520687
"Seven deadly sins",?,?,519864
"Dupont de Ligonnès murders and disappearance",?,?,516886
"Friendship Day",?,?,516023
"Schitt's Creek",?,?,515793
"The Pirate Bay",?,?,514942
"Washington Redskins",?,?,513419
"Chris Evans (actor)",?,?,512483
"Angelina Jolie",?,?,512211
"Suicide methods",?,?,512051
"Daniel Lewis Lee",?,?,510883
"Demi Lovato",?,?,509951
"Grimes (musician)",?,?,508823
"Stella Immanuel",?,?,507981
"Larry Nassar",?,?,507516
"Steve Jobs",?,?,505632
"Margot Robbie",?,?,504758
"LeBron James",?,?,504058
"Hanna (TV series)",?,?,503573
"Aishwarya Rai Bachchan",?,?,502472
"Harry Styles",?,?,500355
"Charles, Prince of Wales",?,?,500262
"Sylvester Stallone",?,?,496495
"The Sinner (TV series)",?,?,496334
"Megan Fox",?,?,495846
"Bill Clinton",?,?,495300
"Katherine Langford",?,?,494687
"Frida Kahlo",?,?,494488
"Null",?,?,493810
"Chester Bennington",?,?,492021
"Rupert Murdoch",?,?,491773
"John Saxon",?,?,491544
"George VI",?,?,490187
"Facebook",?,?,489500
"UEFA Champions League",?,?,488277
"Cameron Diaz",?,?,487900
"Sundar Pichai",?,?,487285
"Logic (rapper)",?,?,486705
"Peaky Blinders (TV series)",?,?,486534
"Reese Witherspoon",?,?,486424
"Yellowstone (American TV series)",?,?,485439
"Brad Pitt",?,?,485320
"Brooklyn Beckham",?,?,483983
"The 100 (TV series)",?,?,483926
"Blake Lively",?,?,483282
"Bill Gates",?,?,483237
"Instagram",?,?,483083
"List of James Bond films",?,?,482961
"Breathe (TV series)",?,?,482845
"UFC Fight Night: Figueiredo vs. Benavidez 2",?,?,482776
"Shane Dawson",?,?,482572
"6ix9ine",?,?,481057
"The 1619 Project",?,?,480858
"Kim Soo-hyun",?,?,480669
"Angelica Hamilton",?,?,478435
"Sanjana Sanghi",?,?,478313
"Frederick Douglass",?,?,477967
"Shia LaBeouf",?,?,477949
"Malcolm X",?,?,477390
"Mason Greenwood",?,?,476978
"Judy Garland",?,?,476184
"Chernobyl disaster",?,?,476145
"Singapore",?,?,474723
"Gaslighting",?,?,474690
"Sally Hemings",?,?,474599
"2020–21 Premier League",?,?,474361
"Nelson Mandela",?,?,473394
"Kobe Bryant",?,?,472785
"List of UFC events",?,?,472676
"Marcelo Bielsa",?,?,472485
"Netflix",?,?,472408
"American Revolutionary War",?,?,472399
"Bobby Charlton",?,?,471493
"Lucifer (TV series)",?,?,471291
"Donald Trump Jr.",?,?,471093
"Diana, Princess of Wales",?,?,469792
"Chelsea F.C.",?,?,469560
"Khabib Nurmagomedov",?,?,469210
"Heath Ledger",?,?,468239
"Zendaya",?,?,468002
"Edoardo Mapelli Mozzi",?,?,467318
"BTS",?,?,467124
"Ted Bundy",?,?,466079
"Google Classroom",?,?,465969
"Katy Perry",?,?,465123
"Karen Bass",?,?,463910
"Capitol Hill Autonomous Zone",?,?,463806
"Fleetwood Mac",?,?,463753
"Ryan Reynolds",?,?,463434
"Winston Churchill",?,?,463324
"Russia",?,?,461879
"Taiwan",?,?,461531
"Disappearance of Madeleine McCann",?,?,459788
"Karen (pejorative)",?,?,458016
"Ford v Ferrari",?,?,457963
"Australia",?,?,457234
"Amazon (company)",?,?,457210
"New York City",?,?,456772
"Louis Farrakhan",?,?,456643
"Dan Bilzerian",?,?,456497
"Hamilton–Reynolds affair",?,?,456199
"Wiki",?,?,455804
"Lily James",?,?,454153
"Vietnam War",?,?,453946
"Joker (2019 film)",?,?,453560
"Mark Zuckerberg",?,?,452723
"Elijah Cummings",?,?,452383
"Remdesivir",?,?,452383
"Republican Party (United States)",?,?,452175
"Stephen Hawking",?,?,450845
"Martin Luther King Jr.",?,?,450508
"David Bowie",?,?,450432
"Edmund Pettus",?,?,450366
"Flags of the Confederate States of America",?,?,449528
"Clutch (web series)",?,?,448750
"Chris Hemsworth",?,?,447790
"Susan Rosenberg",?,?,447739
"2019–20 UEFA Champions League",?,?,447018
"Winona Ryder",?,?,444881
"Jim Carrey",?,?,444492
"Princess Margaret, Countess of Snowdon",?,?,443342
"Philip Hamilton (the second)",?,?,443214
"Outlander (TV series)",?,?,442827
"Hamilton (album)",?,?,442708
"Avengers: Endgame",?,?,442578
"Coca-Cola",?,?,442139
"List of highest-grossing films",?,?,441886
"Brooklyn",?,?,441851
"Harvey Weinstein",?,?,441435
"Parasite (2019 film)",?,?,441026
"Once Upon a Time in Hollywood",?,?,439037
"Tory Lanez",?,?,438974
"John Gotti",?,?,437701
"Carroll Shelby",?,?,436314
"Ottoman Empire",?,?,436148
"Cher",?,?,435972
"Jordan Peterson",?,?,435471
"George W. Bush",?,?,435157
"Okieriete Onaodowan",?,?,434830
"Snoop Dogg",?,?,434132
"Robert Downey Jr.",?,?,433080
"X-Men (film series)",?,?,432910
"Nelson Peltz",?,?,431854
"Woody Allen",?,?,431818
"Charlie Sheen",?,?,431354
"Dick Van Dyke",?,?,430753
"Nick Jonas",?,?,430314
"Backstreet Rookie",?,?,429932
"Joe Rogan",?,?,429745
"Nancy Pelosi",?,?,429221
"Uyghurs",?,?,428558
"Canada's Drag Race",?,?,428519
"Test",?,?,427622
"Frank Sinatra",?,?,427311
"Zayn Malik",?,?,427083
"COVID-19 pandemic in Punjab, India",?,?,426612
"Bob Ross",?,?,426539
"Kepler's Supernova",?,?,425750
"Will Ferrell",?,?,425625
"Michaela Coel",?,?,425433
"Alison Brie",?,?,425363
"Zoom Video Communications",?,?,425228
"United States Declaration of Independence",?,?,425159
"Edward VIII",?,?,424677
"One Direction",?,?,424241
"Little Saint James, U.S. Virgin Islands",?,?,423198
"The Secret Life of Lele Pons",?,?,423133
"Stranger Things",?,?,423078
"Robert De Niro",?,?,423061
"Max Ehrich",?,?,422891
"I May Destroy You",?,?,422867
"The Fault in Our Stars (film)",?,?,422695
"Historical rankings of presidents of the United States",?,?,422582
"Eminem",?,?,422318
"Blackpink",?,?,421794
"Conor McGregor",?,?,420998
"Minecraft",?,?,420135
"Genghis Khan",?,?,420064
"Vanitha Vijayakumar",?,?,419983
"A. P. J. Abdul Kalam",?,?,419489
"Doom Patrol (TV series)",?,?,419069
"President of the United States",?,?,419014
"List of Bollywood films of 2020",?,?,418661
"Nationwide opinion polling for the 2020 United States presidential election",?,?,418642
"La Liga",?,?,417783
"Machine Gun Kelly (musician)",?,?,417654
"Maria Reynolds",?,?,416819
"Dan Levy (Canadian actor)",?,?,416750
"Candace Owens",?,?,416301
"Jimmy Carter",?,?,415952
"Nikola Tesla",?,?,415774
"The Star-Spangled Banner",?,?,414510
"Benjamin Franklin",?,?,413510
"Arsenal F.C.",?,?,413312
"Turkey",?,?,412890
"Brie Larson",?,?,411895
"Kanye West 2020 presidential campaign",?,?,411394
"Joaquin Phoenix",?,?,411121
"Orlando Bloom",?,?,409519
"Confederate States of America",?,?,409277
"Democratic Party (United States)",?,?,409092
"Japan",?,?,408710
"Gavin Newsom",?,?,408312
"Caitlyn Jenner",?,?,408037
"Little Fires Everywhere (miniseries)",?,?,407975
"Ana de Armas",?,?,406236
"George Floyd protests",?,?,405727
"Kraken",?,?,405656
"Dakota Fanning",?,?,405292
"Kylie Jenner",?,?,405230
"Richard Nixon",?,?,404862
"United States Electoral College",?,?,403388
"Justin Bieber",?,?,403339
"Ertuğrul",?,?,402259
"Dave Bautista",?,?,401739
"Interstellar (film)",?,?,401061
"Charles Manson",?,?,400825
"U.S. state",?,?,400203
"Mary Anne MacLeod Trump",?,?,400111
"Israel",?,?,400049
"Mary, Queen of Scots",?,?,399272
"Julia Roberts",?,?,398916
"Cristin Milioti",?,?,398777
"Perry Mason (miniseries)",?,?,398127
"Marvel Cinematic Universe",?,?,397380
"Breaking Bad",?,?,396860
"Sofía Vergara",?,?,396779
"Henry Cavill",?,?,396743
"Soviet Union",?,?,396389
"The Mandalorian",?,?,396271
"UFC on ESPN: Kattar vs. Ige",?,?,395779
"Germany",?,?,395503
"Kevin Costner",?,?,395068
"Esther Salas",?,?,394754
"Kristen Stewart",?,?,394463
"Phyllis Schlafly",?,?,394132
"Gordon Ramsay",?,?,393993
"Mel Gibson",?,?,393967
"Gigi Hadid",?,?,393961
"Timothée Chalamet",?,?,393267
"Terry Crews",?,?,393229
"Mahatma Gandhi",?,?,393014
"Killing of George Floyd",?,?,392906
"Grey's Anatomy",?,?,392298
"Bruno Fernandes (footballer, born 1994)",?,?,391565
"Mark Wahlberg",?,?,391405
"NATO phonetic alphabet",?,?,390354
"Chrissy Teigen",?,?,390207
"2020–21 UEFA Champions League",?,?,390123
"George H. W. Bush",?,?,389961
"Dan Stevens",?,?,389686
"Patton Oswalt",?,?,389663
"Shaquille O'Neal",?,?,389428
"Killing of Vanessa Guillen",?,?,389143
"George V",?,?,388992
"Swastika",?,?,388148
"Mukesh Ambani",?,?,387911
"Pierce Brosnan",?,?,387556
"Natalie Wood",?,?,387409
"List of Running Man episodes (2020)",?,?,387324
"Apple Network Server",?,?,387260
"Emma Watson",?,?,387207
"EFL Championship",?,?,384092
"Adam Sandler",?,?,383970
"Jeffrey Dahmer",?,?,383581
"HTTP cookie",?,?,382734
"Ellen DeGeneres",?,?,382569
"Stargirl (TV series)",?,?,382412
"Kargil War",?,?,382064
"Michael Schumacher",?,?,381531
"Betty White",?,?,381465
"Kevin Spacey",?,?,380669
"Bulbbul",?,?,380349
"Joseph Stalin",?,?,379917
"The Beatles",?,?,379401
"Kangana Ranaut",?,?,379397
"California",?,?,378958
"Fast & Furious",?,?,378536
"Patrick Swayze",?,?,378464
"Pakistan",?,?,377909
"Lady Gaga",?,?,377443
"Millennials",?,?,377422
"2019–20 coronavirus pandemic",?,?,377268
"Chris Cornell",?,?,377003
"HTTP 404",?,?,376929
"Sean Connery",?,?,376671
"In the Heights",?,?,376561
"Freemasonry",?,?,376534
"Tencent",?,?,376327
"Al Capone",?,?,375837
"John Lennon",?,?,375730
"Post Malone",?,?,375665
"Matthew McConaughey",?,?,375049
"Kingdom (American TV series)",?,?,375001
"Jennifer Connelly",?,?,374655
"The Alienist (TV series)",?,?,374619
"List of NBA champions",?,?,374044
"Jason Momoa",?,?,373941
"Community (TV series)",?,?,373932
"Friends",?,?,373449
"Donald Glover",?,?,373418
"Ivanka Trump",?,?,373361
"Anne, Princess Royal",?,?,373315
"Ben Affleck",?,?,372767
"Find My iPhone",?,?,372684
"Narendra Modi",?,?,372567
"MS Dhoni",?,?,372067
"The Office (American TV series)",?,?,371910
"Zodiac",?,?,371857
"Amy Winehouse",?,?,371836
"The Outpost (2020 film)",?,?,371373
"Andy Samberg",?,?,371218
"Audrey Hepburn",?,?,371149
"Kevin Gage (actor)",?,?,370444
"List of states and territories of the United States by population",?,?,370242
"Greek alphabet",?,?,370005
"Andrew Jackson",?,?,369925
"Harry Potter",?,?,369817
"Doctor Sleep (2019 film)",?,?,369495
"13 Reasons Why",?,?,368645
"Apple Inc.",?,?,368618
"Christopher Nolan",?,?,368527
"The Legend of Korra",?,?,368348
"Game of Thrones",?,?,368324
"Project MKUltra",?,?,368182
"Michael J. Fox",?,?,367405
"Disappearance of Vanessa Guillen",?,?,367322
"O. J. Simpson",?,?,367219
"Steven Pasquale",?,?,367039
"Tom Hardy",?,?,366553
"Kris Jenner",?,?,366414
"List of Knowing Bros episodes",?,?,366197
"Lando Norris",?,?,365861
"Death of JonBenét Ramsey",?,?,365799
"New Zealand",?,?,365768
"Mila Kunis",?,?,365441
"Kristi Noem",?,?,365120
"Race and ethnicity in the United States",?,?,365012
"List of countries by GDP (nominal)",?,?,364955
"Marxism",?,?,364530
"Ringo Starr",?,?,363654
"Ten Commandments",?,?,363580
"Real Madrid CF",?,?,363478
"David Beckham",?,?,362663
"Jennifer Lopez",?,?,362562
"Eagles (band)",?,?,362394
"King Arthur",?,?,362097
"Whitney Houston",?,?,361525
"The Last of Us",?,?,361235
"Al Pacino",?,?,361052
"DJ Khaled",?,?,360325
"2020 Atlantic hurricane season",?,?,360199
"Sandra Bullock",?,?,360093
"Midsommar (film)",?,?,359961
"Alexander Hamilton Jr.",?,?,359484
"States and union territories of India",?,?,359247
"France",?,?,359183
"Generation Z",?,?,358652
"Rihanna",?,?,358076
"Shah Rukh Khan",?,?,357826
"Christian Pulisic",?,?,357632
"Jason Statham",?,?,357563
"Max Holloway",?,?,356906
"Rajasthan Legislative Assembly",?,?,356627
"List of most-followed TikTok accounts",?,?,356218
"Nasim Pedrad",?,?,355449
"FC Barcelona",?,?,355075
"Vin Diesel",?,?,355058
"2020 Styrian Grand Prix",?,?,354982
"Alex Trebek",?,?,354123
"Boogaloo movement",?,?,353844
"Doja Cat",?,?,353738
"State of Palestine",?,?,353712
"Mission: Impossible (film series)",?,?,353705
"Natasha Richardson",?,?,353381
"List of American films of 2020",?,?,352336
"List of footballers with 500 or more goals",?,?,352326
"Napoleon",?,?,352045
"Washington, D.C.",?,?,351766
"Ankita Lokhande",?,?,350994
"English language",?,?,350896
"List of most-followed Instagram accounts",?,?,350896
"Tasya van Ree",?,?,350841
"Rowan Atkinson",?,?,350659
"Nicole Kidman",?,?,350402
"Christian Bale",?,?,350373
"Jordan Belfort",?,?,350070
"Lift Every Voice and Sing",?,?,348715
"Robert E. Lee",?,?,348125
"Frank Abagnale",?,?,347823
"Euphoria (American TV series)",?,?,347742
"Aarya (Indian TV series)",?,?,347671
"Rob Reiner",?,?,347382
"James Baldwin",?,?,346308
"Paul Walker",?,?,346144
"Gloria Steinem",?,?,345923
"Mahesh Bhatt",?,?,345837
"The Lincoln Project",?,?,345688
"Robert Kardashian",?,?,345460
"Madonna (entertainer)",?,?,345317
"Red states and blue states",?,?,345209
"Selena Gomez",?,?,345163
"Emilia Clarke",?,?,344694
"Bari Weiss",?,?,344686
"Paul Castellano",?,?,344445
"Heather Morris",?,?,343937
"Willow Smith",?,?,342791
"Aditi Rao Hydari",?,?,342686
"Natalie Portman",?,?,342423
"Art",?,?,342350
"Warren Buffett",?,?,341857
"Ted Kaczynski",?,?,341769
"Sufiyum Sujatayum",?,?,341620
"Mindhunter (TV series)",?,?,341492
"Keisha Lance Bottoms",?,?,341288
"Dakota Johnson",?,?,341263
"The Big Bang Theory",?,?,341124
"Ulysses S. Grant",?,?,340816
"Darren Till",?,?,340739
"Bob Marley",?,?,340697
"Anna Kendrick",?,?,340377
"Waco siege",?,?,340133
"Pete Davidson",?,?,339485
"Brooklyn Nine-Nine",?,?,338514
"Sharon Tate",?,?,338408
"September 11 attacks",?,?,338310
"Miley Cyrus",?,?,338277
"Death of Jeffrey Epstein",?,?,338233
"Nia Long",?,?,338125
"Jennifer Lawrence",?,?,337678
"Anna-Maria Sieklucka",?,?,337471
"Anne Frank",?,?,337423
"Giancarlo Esposito",?,?,337402
"Mariah Carey",?,?,337345
"Star Wars",?,?,337014
"South Africa",?,?,336637
"Dilhan Eryurt",?,?,336532
"Prince (musician)",?,?,336370
"Drake (musician)",?,?,336002
"The Shining (film)",?,?,335849
"Nicolas Cage",?,?,335725
"Brave New World",?,?,335481
"Belle Delphine",?,?,335470
"Quentin Tarantino",?,?,334979
"River Phoenix",?,?,334600
"John Cena",?,?,334555
"Black Widow (2020 film)",?,?,334069
"OnePlus",?,?,334001
"Vanessa Paradis",?,?,333715
"Jumanji: The Next Level",?,?,333330
"Alia Bhatt",?,?,333106
"OnlyFans",?,?,333003
"Tesla, Inc.",?,?,332994
"List of English football champions",?,?,332812
"Eurovision Song Contest",?,?,332675
"Joseph James DeAngelo",?,?,332663
"Ip Man",?,?,332424
"Heather O'Rourke",?,?,332059
"Robert Pattinson",?,?,331961
"Valentina Sampaio",?,?,331651
"Alan Dershowitz",?,?,331594
"Jacqueline Kennedy Onassis",?,?,331572
"Solar System",?,?,331251
"List of active Indian military aircraft",?,?,331231
"The God of High School",?,?,330764
"Alicia Silverstone",?,?,330687
"Rothschild family",?,?,330293
"Mrs. America (miniseries)",?,?,330279
"Serie A",?,?,330012
"Rashida Jones",?,?,329900
"RMS Titanic",?,?,329810
"Jo Jorgensen",?,?,329777
"Amit Sadh",?,?,328732
"Hannibal (TV series)",?,?,328566
"Lyndon B. Johnson",?,?,328204
"My Hero Academia",?,?,328187
"Modern Family",?,?,327874
"Philippines",?,?,327798
"Marlon Brando",?,?,327194
"Boris Johnson",?,?,327058
"American Horror Story",?,?,326998
"Dennis Rader",?,?,326912
"Warrior Nun Areala",?,?,326766
"Taj Mahal",?,?,326534
"XXX: Return of Xander Cage",?,?,326403
"Manchester City F.C.",?,?,326290
"Lily-Rose Depp",?,?,325733
"Gone with the Wind (film)",?,?,325705
"COVID-19 pandemic in the United Kingdom",?,?,325505
"Denzel Washington",?,?,325324
"Tom Holland (actor)",?,?,325131
"James Franco",?,?,325039
"List of most-subscribed YouTube channels",?,?,324795
"Gmail",?,?,324534
"Jodie Foster",?,?,324494
"The Handmaid's Tale (TV series)",?,?,324374
"United States presidential approval rating",?,?,324369
"Bill Paxton",?,?,324353
"Zooey Deschanel",?,?,324212
"Tamerlan Tsarnaev",?,?,323883
"Chuck Woolery",?,?,323816
"The Baby-Sitters Club (2020 TV series)",?,?,323490
"Harrison Ford",?,?,323065
"Xi Jinping",?,?,322630
"Non-binary gender",?,?,322481
"John Wayne",?,?,322321
"Alexander Volkanovski",?,?,321997
"Garena Free Fire",?,?,321904
"Alec Baldwin",?,?,321366
"Cate Blanchett",?,?,320991
"Meghan, Duchess of Sussex",?,?,320883
"Philip Schuyler",?,?,320488
