Page,Edits,Editors,Views
"Wikipedia",42,30,1521449
"XXXTentacion",11,5,1503192
"State of Palestine",37,28,1491765
"Mohammed Shami",191,87,1486236
"ICC Men's T20 World Cup",58,24,1479256
"Javier Milei",485,125,1460352
"Animal (2023 film)",360,118,1438713
"Premier League",25,13,1429801
"Jamie Lynn Spears",56,29,1426588
"Loki (season 2)",223,97,1426164
"Robbie Williams",14,11,1413627
"Instagram",24,15,1401475
"Hamas",303,81,1394319
"Rosalynn Carter",538,161,1392111
"Mohamed Al-Fayed",6,6,1384429
"United States",277,39,1365478
"Cristiano Ronaldo",30,15,1361087
"Five Nights at Freddy's",70,31,1355362
"Google Translate",72,28,1340560
"XXXX",0,0,1327564
"The Creator (2023 film)",95,45,1316423
"The Ballad of Songbirds and Snakes",73,48,1302774
"Rohit Sharma",41,24,1276129
"Donald Trump",95,34,1268060
"Wish (film)",464,122,1260771
"Thanksgiving",19,16,1233714
"Sylvester Stallone",11,7,1231881
"Raindrop cake",0,0,1224001
"Diana, Princess of Wales",42,16,1223732
"Ansel Adams",8,7,1222700
"Joe Biden",63,36,1217860
"Alia Bhatt",38,6,1179218
"Shubman Gill",34,20,1169590
"UEFA Champions League",3,2,1140891
"Aria Mia Loberti",31,18,1131379
"Bruce Willis",10,7,1126459
"India",18,9,1118157
"Sage Stallone",7,6,1113138
"Gaza Strip",190,47,1078837
"Zionism",40,21,1055845
"A Haunting in Venice",53,31,1048306
"John F. Kennedy",94,25,1045754
"David Cameron",384,138,1037157
"The Fall of the House of Usher (miniseries)",31,23,1036053
"The Equalizer 3",?,?,1020862
"Invincible (TV series)",?,?,1015654
"Nikki Haley",?,?,1008796
"Thanksgiving (2023 film)",?,?,1006031
"Madame Web",?,?,1004990
"Lionel Messi",?,?,1004722
"Blue Eye Samurai",?,?,1003171
"Israeli–Palestinian conflict",?,?,985957
"Sachin Tendulkar",?,?,974829
"Rachel Zegler",?,?,974032
"Now and Then (Beatles song)",?,?,970625
"Dancing with the Stars (American season 32)",?,?,969403
"2023 FIFA U-17 World Cup",?,?,957746
"Benjamin Netanyahu",?,?,953610
"Crown Jewel (2023)",?,?,938744
"Black Friday (shopping)",?,?,931048
"2023 Dutch general election",?,?,914102
"UEFA Euro 2024",?,?,911846
"Flipkart",?,?,899143
"Priscilla Presley",?,?,891589
"Timothée Chalamet",?,?,890996
"WhatsApp",?,?,889414
"Jennifer Lawrence",?,?,889215
"2026 FIFA World Cup qualification",?,?,886446
"Elizabeth II",?,?,885043
"Narendra Modi Stadium",?,?,873372
"List of highest-grossing Indian films",?,?,867814
"List of Marvel Cinematic Universe films",?,?,865196
"Omegle",?,?,860520
"Jason Kelce",?,?,858997
"Gen V",?,?,857404
"Amy Carter",?,?,853624
"OpenAI",?,?,853605
"Glenn Maxwell",?,?,845975
"12th Fail",?,?,837774
"World War II",?,?,837770
"Barbra Streisand",?,?,833931
"2027 Cricket World Cup",?,?,828130
"Cher",?,?,828018
"Bigg Boss (Tamil season 7)",?,?,826451
"Loki (TV series)",?,?,826266
"Bass Reeves",?,?,822198
"Elvis Presley",?,?,821424
"Rachin Ravindra",?,?,817410
"Charles III",?,?,811512
"2024 United States presidential election",?,?,807901
"Monarch: Legacy of Monsters",?,?,806906
"Shane MacGowan",?,?,806745
"2023 Telangana Legislative Assembly election",?,?,806580
"Barack Obama",?,?,801407
"Britney Spears",?,?,798026
"Brie Larson",?,?,797797
"Adolf Hitler",?,?,797331
"Trolls Band Together",?,?,794921
"Gordon Ramsay",?,?,794608
"The Hunger Games (film series)",?,?,793240
"Bodies (2023 TV series)",?,?,789203
"Madame Web (film)",?,?,788383
"Mira Murati",?,?,783153
"No Nut November",?,?,783035
"Jennifer Aniston",?,?,779084
"The Hunger Games",?,?,778343
"Cassie Ventura",?,?,774948
"Sam Bankman-Fried",?,?,774884
"Jigarthanda DoubleX",?,?,771286
"Josh Giddey",?,?,769329
"New Zealand national cricket team",?,?,769237
"2023 Formula One World Championship",?,?,768907
"2025 ICC Champions Trophy",?,?,766680
"Shreyas Iyer",?,?,766056
"The Beatles",?,?,764015
"United Kingdom",?,?,761137
"Shah Rukh Khan",?,?,747338
"Pakistan national cricket team",?,?,746170
"World War I",?,?,743036
"Leonardo DiCaprio",?,?,733467
"Scott Pilgrim Takes Off",?,?,726467
"2026 FIFA World Cup",?,?,720961
"Thanksgiving (United States)",?,?,719587
"Google",?,?,712742
"Day of the Dead",?,?,711584
"Twitter",?,?,711146
"Michael Fassbender",?,?,708166
"ICC Champions Trophy",?,?,704543
"UFC 295",?,?,701043
"Joaquin Phoenix",?,?,696388
"Null",?,?,695320
"Michael Jackson",?,?,694178
"Doctor Who (2023 specials)",?,?,692816
"Cat",?,?,692128
"Lisa Marie Presley",?,?,690904
"Terry Venables",?,?,690174
"John Lennon",?,?,689837
"Hunter Schafer",?,?,689105
"All the Light We Cannot See (miniseries)",?,?,686821
"The Eras Tour",?,?,683539
"Cary Grant",?,?,682897
"Spider-Man: Across the Spider-Verse",?,?,681846
"Australia",?,?,680508
"MS Dhoni",?,?,680326
"Tyler Christopher (actor)",?,?,676223
"George W. Bush",?,?,672168
"Bob Knight",?,?,671207
"Arnold Schwarzenegger",?,?,670884
"C. J. Stroud",?,?,669216
"Russian invasion of Ukraine",?,?,669032
"Dwayne Johnson",?,?,669002
"Tommy DeVito (American football)",?,?,668950
"2026 FIFA World Cup qualification (AFC)",?,?,668419
"Josh Hutcherson",?,?,662066
"2011 Cricket World Cup",?,?,661800
"Manchester United F.C.",?,?,661567
"LeBron James",?,?,660369
"Hannah Waddingham",?,?,653306
"Geert Wilders",?,?,652914
"Squid Game: The Challenge",?,?,652312
"Joséphine de Beauharnais",?,?,650722
"Sean Combs",?,?,649810
"Al Nassr FC",?,?,646118
"Anushka Sharma",?,?,645780
"Charlie Munger",?,?,645491
"Doctor Who",?,?,644530
"Bigg Boss (Hindi season 17)",?,?,641321
"Vivek Ramaswamy",?,?,641204
"The Fall of the House of Usher",?,?,641154
"List of Hindi films of 2023",?,?,640917
"KL Rahul",?,?,640629
"Death of Diana, Princess of Wales",?,?,639308
"George Harrison",?,?,638049
"Friends",?,?,636955
"Dua Lipa",?,?,636751
"Ridley Scott",?,?,634080
"Jodie Foster",?,?,634015
"Marvel Cinematic Universe",?,?,633923
"List of international cricket centuries by Virat Kohli",?,?,631917
"Albert Einstein",?,?,631515
"Matt Rife",?,?,629070
"South Africa national cricket team",?,?,626999
"Ottoman Empire",?,?,626932
"Jelly Roll (singer)",?,?,625673
"2023 Hamas attack on Israel",?,?,620583
"Tom Blyth",?,?,618157
"Attack on Titan",?,?,617568
"FIFA World Cup",?,?,617552
"Barbie (film)",?,?,616744
"2023 Argentine general election",?,?,610032
"2023 elections in India",?,?,607937
"Al Jazeera",?,?,606150
"Courteney Cox",?,?,605612
"Novak Djokovic",?,?,601706
"Antonio Pierce",?,?,601022
"Leo (2023 American film)",?,?,600194
"Andrew Tate",?,?,598162
"Victor Wembanyama",?,?,598020
"2003 Cricket World Cup",?,?,596998
"India at the Cricket World Cup",?,?,596090
"John Gotti",?,?,595071
"Clint Eastwood",?,?,591519
"Skanda (film)",?,?,591476
"Jeremy Allen White",?,?,587781
"Blue Beetle (film)",?,?,587720
"Attack on Titan (TV series)",?,?,585741
"Bill Clinton",?,?,585678
"Suki Waterhouse",?,?,584173
"2019 Cricket World Cup",?,?,583012
"Macaulay Culkin",?,?,581890
"Paul McCartney",?,?,579283
"Patrick Dempsey",?,?,578929
"Assassination of John F. Kennedy",?,?,578543
"Vanessa Kirby",?,?,577690
"Godzilla Minus One",?,?,575002
"Mia Khalifa",?,?,574866
"Matt LeBlanc",?,?,573867
"Attack on Titan (season 4)",?,?,573495
"The Railway Men",?,?,571277
"Call of Duty: Modern Warfare III (2023 video game)",?,?,567621
"Rick and Morty (season 7)",?,?,566855
"Sheynnis Palacios",?,?,565051
"Rishi Sunak",?,?,562064
"Saw X",?,?,561816
"Indian Super League",?,?,561356
"Ryan Reynolds",?,?,560839
"Dunki (film)",?,?,560019
"Michael Jordan",?,?,559962
"CM Punk",?,?,558853
"Tom Cruise",?,?,558669
"The Gilded Age (TV series)",?,?,558157
"Angelina Jolie",?,?,557946
"Scarlett Johansson",?,?,556830
"Mariah Carey",?,?,553029
"Kingdom of the Planet of the Apes",?,?,552462
"China",?,?,550071
"The Hunger Games (film)",?,?,548241
"Harry Kane",?,?,547246
"Mad (film)",?,?,546061
"Robert F. Kennedy Jr.",?,?,545956
"Squid Game",?,?,544658
"Boygenius",?,?,541378
"Artificial intelligence",?,?,537255
"Twinkling Watermelon",?,?,536004
"Lainey Wilson",?,?,533852
"Zawe Ashton",?,?,532410
"Max Verstappen",?,?,530859
"Liverpool F.C.",?,?,530832
"The Crown (season 6)",?,?,530719
"Russia",?,?,530704
"Algebraic notation (chess)",?,?,530428
"Sam Manekshaw",?,?,530381
"Lessons in Chemistry",?,?,529908
"Lee Harvey Oswald",?,?,528691
"Fargo (season 5)",?,?,528441
"Netherlands",?,?,527979
"List of James Bond films",?,?,527891
"The Pirate Bay",?,?,527401
"New York City",?,?,527023
"Markwayne Mullin",?,?,526630
"BBC World Service",?,?,525671
"Japan",?,?,524817
"Email",?,?,524144
"Daylight saving time",?,?,523199
"Turkey",?,?,522866
"Jerusalem",?,?,522771
"Olivia Rodrigo",?,?,522432
"Eminem",?,?,521938
"Canada",?,?,521715
"Mike Tyson",?,?,520887
"TikTok",?,?,520239
"Erling Haaland",?,?,518045
"Tom Hiddleston",?,?,517359
".xxx",?,?,516201
"Ilya Sutskever",?,?,515693
"Keanu Reeves",?,?,515566
"The Crown (TV series)",?,?,514921
"Pakistan",?,?,514096
"Jude Bellingham",?,?,512063
"Annette Bening",?,?,511397
"Drop bear",?,?,510784
"Jacqueline Kennedy Onassis",?,?,510656
"List of countries by GDP (nominal)",?,?,510169
"Argentina",?,?,510084
"Jason Momoa",?,?,510037
"Jacob Elordi",?,?,509094
"Fargo (TV series)",?,?,507211
"Chaturbate",?,?,507128
"Lisa Kudrow",?,?,505952
"Tiger Nageswara Rao",?,?,505474
"West Bank",?,?,503005
"2015 Cricket World Cup",?,?,502729
"Yellowstone (American TV series)",?,?,501855
"Veterans Day",?,?,501058
"Jujutsu Kaisen",?,?,500892
"Marvel Cinematic Universe: Phase Five",?,?,500595
"Brad Pitt",?,?,500062
"Subrata Roy",?,?,498899
"List of Cricket World Cup finals",?,?,498686
"Muhammad",?,?,497174
"The Boys (TV series)",?,?,496772
"Manchester City F.C.",?,?,496772
"Duane Martin",?,?,495713
"Halloween",?,?,494681
"Full Gear (2023)",?,?,494679
"Jack Ruby",?,?,494578
"David Schwimmer",?,?,494068
"Priscilla (film)",?,?,494007
"No Hard Feelings (2023 film)",?,?,493725
"Young Sheldon",?,?,491438
"Mandatory Palestine",?,?,490908
"Periodic table",?,?,489939
"Martin Scorsese",?,?,487164
"Tate McRae",?,?,485298
"Julia Roberts",?,?,484331
"Freddie Mercury",?,?,484122
"Adam Johnson (ice hockey)",?,?,483644
"William Shakespeare",?,?,482274
"Irugapatru",?,?,482111
"Singapore",?,?,481444
"For All Mankind (TV series)",?,?,481442
"Rashmika Mandanna",?,?,480386
"Kanye West",?,?,480259
"Emily Blunt",?,?,479830
"Mike McDaniel",?,?,478329
"FIFA U-17 World Cup",?,?,477106
"MrBeast",?,?,476405
"Yasser Arafat",?,?,476367
"Suits index",?,?,473735
"Hezbollah",?,?,473462
"Sydney Sweeney",?,?,472301
"Texas Rangers (baseball)",?,?,472203
"George Santos",?,?,470956
"Six-Day War",?,?,470840
"Ayda Field",?,?,470609
"Snoop Dogg",?,?,470306
"Limonene",?,?,469648
"A Murder at the End of the World",?,?,469481
"Taika Waititi",?,?,469467
"Inside Out 2",?,?,468924
"Perfect Marriage Revenge",?,?,467853
"Michelle Dee",?,?,467628
"Wiki",?,?,467591
"2 Girls 1 Cup",?,?,466995
"A",?,?,466901
"Game of Thrones",?,?,466704
"Cole Palmer",?,?,466392
"History of Palestine",?,?,465741
"Ringo Starr",?,?,464600
"Dakota Johnson",?,?,464341
"Margot Robbie",?,?,464132
"Tom Aspinall",?,?,463920
"Harry Potter (film series)",?,?,463680
"Real Madrid CF",?,?,463521
"Bradley Cooper",?,?,463229
"Ryan Gosling",?,?,462481
"Jailer (2023 Tamil film)",?,?,462022
"Mission: Impossible – Dead Reckoning Part One",?,?,461487
"UEFA Euro 2024 qualifying play-offs",?,?,461327
"Lewis Hamilton",?,?,460878
"Sound of Freedom (film)",?,?,458303
"Victoria Beckham",?,?,457523
"Houthi movement",?,?,457497
"Nicole Kidman",?,?,456698
"Jack Harlow",?,?,456509
"List of states and territories of the United States",?,?,455992
"South Africa",?,?,455528
"Iran",?,?,454991
"List of Super Bowl champions",?,?,454545
"Talk to Me (2022 film)",?,?,454296
"Jim Harbaugh",?,?,453785
"Kim Kardashian",?,?,453288
"Grace Dent",?,?,453246
"Saudi Arabia",?,?,453002
"Ravindra Jadeja",?,?,452842
"New Zealand",?,?,452761
"Salman Khan",?,?,452698
"2023 Madhya Pradesh Legislative Assembly election",?,?,451334
"Wikimedia Foundation",?,?,451228
"Generation Z",?,?,451203
"2023 Israeli invasion of the Gaza Strip",?,?,450834
"Germany",?,?,450578
"Ballon d'Or",?,?,450562
"Queen Victoria",?,?,448038
"Paris Hilton",?,?,447213
"Vladimir Putin",?,?,447166
"The Curse (American TV series)",?,?,447106
"Taj Mahal",?,?,447091
"Battle of Waterloo",?,?,446835
"United Arab Emirates",?,?,446271
"Barry Sanders",?,?,444829
"Vietnam War",?,?,444191
"Mahatma Gandhi",?,?,443369
"Coca-Cola",?,?,443327
"Winston Churchill",?,?,443155
"Pain Hustlers",?,?,443116
"Planet of the Apes",?,?,442583
"André 3000",?,?,441723
"Bangladesh",?,?,441637
"List of Attack on Titan episodes",?,?,441198
"George VI",?,?,439195
"Ben Gurion Canal Project",?,?,439107
"Guy Fawkes",?,?,438957
"List of Doctor Who episodes (2005–present)",?,?,438152
"Elizabeth Haysom",?,?,438106
"Adam Sandler",?,?,437944
"Atomic bombings of Hiroshima and Nagasaki",?,?,437815
"Argentina national football team",?,?,437701
"123Movies",?,?,437500
"Jeffrey Dahmer",?,?,436475
"Remembrance Day",?,?,436347
"Amazon (company)",?,?,436276
"Kannur Squad",?,?,436096
"Gal Gadot",?,?,435740
"Gmail",?,?,435274
"XXXX Gold",?,?,434813
"Bruce Bochy",?,?,434530
"Jesus",?,?,433823
"Seven deadly sins",?,?,433761
"Jenna Ortega",?,?,433706
"Antony Blinken",?,?,433283
"Apple Inc.",?,?,433070
"Nyad (film)",?,?,433046
"Patrick Mahomes",?,?,432281
"Philippines",?,?,431082
"Fellow Travelers (miniseries)",?,?,429585
"John Bennett Perry",?,?,429278
"English language",?,?,428484
"Nicolas Cage",?,?,428315
"Phillip Hughes",?,?,427811
"Alex Pereira",?,?,427621
"Susan Sarandon",?,?,427152
"Jeff Bezos",?,?,426180
"Corey Seager",?,?,424856
"Ronald Reagan",?,?,424662
"Celine Dion",?,?,424560
"James Cleverly",?,?,424542
"Barry Keoghan",?,?,424295
"The Nun II",?,?,423963
"Chelsea F.C.",?,?,423827
"The Morning Show (American TV series)",?,?,423093
"Muhammad Ali",?,?,421636
"Interstellar (film)",?,?,421564
"2022 FIFA World Cup",?,?,421381
"Robert De Niro",?,?,421156
"From the river to the sea",?,?,421031
"Arsenal F.C.",?,?,420815
"Nigel Farage",?,?,420592
"Antisemitism",?,?,420292
"Nayanthara",?,?,419939
"National Basketball Association",?,?,419870
"Elizabeth Debicki",?,?,419772
"2023 in film",?,?,418993
"SS Edmund Fitzgerald",?,?,418700
"Alina Habba",?,?,418047
"Liliane Bettencourt",?,?,417758
"Sex Education (TV series)",?,?,417248
"Guy Fawkes Night",?,?,416362
"2023 Rajasthan Legislative Assembly election",?,?,416006
"Russo-Ukrainian War",?,?,415685
"Retribution (2023 film)",?,?,415250
"Suryakumar Yadav",?,?,413965
"Rule 34",?,?,413176
"American Horror Story",?,?,412732
"2023 United States elections",?,?,412147
"Abdul Karim Telgi",?,?,411650
"When Evil Lurks",?,?,411440
"Project 2025",?,?,411121
"Vijay (actor)",?,?,410872
"Indonesia",?,?,410692
"X (2022 film)",?,?,410391
"John Travolta",?,?,410207
"Biggest ball of twine",?,?,409897
"Phoebe Bridgers",?,?,409450
"Wordle",?,?,408969
"2023",?,?,408349
"Pete Doherty",?,?,408315
"Tana Ramsay",?,?,408133
"Home Alone",?,?,406527
"Osama bin Laden",?,?,405838
"Troye Sivan",?,?,405735
"Mark Zuckerberg",?,?,405214
"Justin Bieber",?,?,405069
"Riley Keough",?,?,404683
"Kate Beckinsale",?,?,404682
"Robin Williams",?,?,404579
"Cricket",?,?,403870
"Lady Gaga",?,?,403736
"Pathaan (film)",?,?,402840
"Big Brother 25 (American season)",?,?,401886
"List of American films of 2023",?,?,401567
"Take Care of Maya",?,?,401306
"Gran Turismo (film)",?,?,401173
"Japan (2023 film)",?,?,400876
"Warren Buffett",?,?,400776
"Jennifer Garner",?,?,400747
"Kylian Mbappé",?,?,400640
"2023–24 UEFA Champions League",?,?,400412
"September 11 attacks",?,?,399338
"Marianne Bachmeier",?,?,399293
"Jérémy Doku",?,?,398617
"Fast X",?,?,398219
"Tony Bellew",?,?,398114
"Strong Girl Nam-soon",?,?,397938
"Earth",?,?,397052
"Lebanon",?,?,396776
"Balfour Declaration",?,?,396482
"Jasprit Bumrah",?,?,395473
"2023 ATP Finals",?,?,395109
"BTS",?,?,394618
"Gaza City",?,?,393830
"Survivor 45",?,?,392985
"Opinion polling for the next United Kingdom general election",?,?,392754
"I'm a Celebrity...Get Me Out of Here! (British TV series)",?,?,392475
"Kenneth Branagh",?,?,391072
"Tom Brady",?,?,390991
"Lyndon B. Johnson",?,?,390602
"Whitney Houston",?,?,390253
"List of United States cities by population",?,?,390214
"Selena Gomez",?,?,390110
"Brazil",?,?,389985
"France",?,?,389867
"Juno Temple",?,?,389130
"Microsoft Office",?,?,389096
"Call of Duty",?,?,388714
"Tupac Shakur",?,?,388119
"Rothschild family",?,?,388100
"Nick Cannon",?,?,388046
"Cillian Murphy",?,?,387997
"River Phoenix",?,?,387934
"David Fincher",?,?,387477
"Abraham Lincoln",?,?,387371
"List of Indian films of 2023",?,?,387346
"Liam Neeson",?,?,387215
"Fred Sirieix",?,?,387145
"Albert Brooks",?,?,387103
"Emma Stone",?,?,386951
"Steve Jobs",?,?,386943
"Kelsey Grammer",?,?,386467
"Soviet Union",?,?,386387
"Meta Platforms",?,?,386038
"Slipknot (band)",?,?,385883
"Ozzy Osbourne",?,?,385458
"Jalen Hurts",?,?,385185
"Ted Lasso",?,?,385108
"The Last of Us (TV series)",?,?,384789
"Princess Margaret, Countess of Snowdon",?,?,384227
"Pat Cummins",?,?,384214
"Las Vegas Grand Prix",?,?,384015
"Robert Pattinson",?,?,383845
"Jim Carrey",?,?,382756
"Post Malone",?,?,382645
"Twin Flames Universe",?,?,382592
"Zoë Kravitz",?,?,382308
"Yom Kippur War",?,?,382154
"Franklin D. Roosevelt",?,?,381985
"Douglas Murray (author)",?,?,381746
"Rihanna",?,?,381016
"2007 Cricket World Cup",?,?,380906
"Denzel Washington",?,?,380846
"Lacey Chabert",?,?,380337
"Aishwarya Rai Bachchan",?,?,380013
"William, Prince of Wales",?,?,380004
"Alexander the Great",?,?,379750
"Jared Leto",?,?,379680
"Ben Shapiro",?,?,379444
"FC Barcelona",?,?,378874
"Jack Carter (politician)",?,?,378822
"Shaquille O'Neal",?,?,378732
"Taiwan",?,?,378336
"Locked In (2023 film)",?,?,377914
"Millennials",?,?,377593
"Xi Jinping",?,?,376986
"One Piece",?,?,376900
"Tottenham Hotspur F.C.",?,?,376605
"Joe Burrow",?,?,376313
"The Holdovers",?,?,375837
"Castaway Diva",?,?,375837
"Good Burger 2",?,?,375696
"Ben Affleck",?,?,375594
"Afghanistan",?,?,375501
"Skibidi Toilet",?,?,375294
"Natalie Portman",?,?,374946
"Nakba",?,?,374793
"Palestine (region)",?,?,374355
"Persimmon",?,?,374084
"Norman Finkelstein",?,?,373846
"Generation X",?,?,373692
"Emma Watson",?,?,373692
"Von Erich family",?,?,373554
"Tyson Fury",?,?,373526
"Ty Burrell",?,?,373254
"Johnny Depp",?,?,373134
"Blake Lively",?,?,373016
"Derek Chauvin",?,?,372993
"Tracy Chapman",?,?,372689
"John F. Kennedy Jr.",?,?,372385
"Sexual intercourse",?,?,372381
"Call of Duty: Modern Warfare 3",?,?,371983
"Edward VIII",?,?,371653
"Scott Pilgrim vs. the World",?,?,371459
"Sri Lanka national cricket team",?,?,371172
"List of highest-grossing films",?,?,371006
"Al Pacino",?,?,370699
"Wonka (film)",?,?,370696
"Travis Head",?,?,370534
"Roman Empire",?,?,370438
"Guy Chambers",?,?,370016
"Lin Laishram",?,?,369661
"George H. W. Bush",?,?,368866
"Jann Mardenborough",?,?,368606
"Peter Sutcliffe",?,?,368476
"Grand Theft Auto V",?,?,368404
"Bill Burr",?,?,368230
"Grey's Anatomy",?,?,368225
"Yemen",?,?,368004
"Robert Downey Jr.",?,?,367813
"Greek alphabet",?,?,367504
"Mr. Olympia",?,?,367488
"The Bear (TV series)",?,?,367233
"Katrina Kaif",?,?,366890
"Richard Nixon",?,?,366729
"Narendra Modi",?,?,366261
"The Holocaust",?,?,365641
"Annabel Giles",?,?,365490
"Genghis Khan",?,?,365032
"Judy Garland",?,?,364961
"Fritzl case",?,?,364457
"Beyoncé",?,?,364378
"Adele",?,?,364325
"Chicxulub crater",?,?,363866
"List of Cricket World Cup records",?,?,363599
"Marie Antoinette",?,?,363576
"Jennifer Lopez",?,?,363401
"Marilyn Monroe",?,?,363286
"Iceland",?,?,363260
"Scott Pilgrim",?,?,363190
"George Foreman",?,?,363149
"Deepika Padukone",?,?,362856
"James Brolin",?,?,362626
"American Civil War",?,?,362400
"History of Israel",?,?,362353
"Tom Hanks",?,?,361936
"Nella Rose",?,?,361659
"Stranger Things",?,?,361644
"Myanmar",?,?,361420
"2024 Copa América",?,?,361360
"Wyatt Russell",?,?,361286
"Kelly Reilly",?,?,361174
"2022 ICC Men's T20 World Cup",?,?,361072
"Jonathan Majors",?,?,360882
"Lily Gladstone",?,?,360645
"Leonard Bernstein",?,?,360553
"Kobe Bryant",?,?,360370
"Iman Vellani",?,?,359836
"Omni-Man",?,?,359535
"Bruce Lee",?,?,359395
"George Michael",?,?,358906
"Goosebumps (2023 TV series)",?,?,358711
"Harry Potter",?,?,358172
"Frieren",?,?,358135
"Jordan",?,?,358104
"Mark Wahlberg",?,?,357716
"Minecraft",?,?,357683
"Kurt Russell",?,?,357659
"Prince Philip, Duke of Edinburgh",?,?,357603
"George Washington",?,?,356852
"Matthew McConaughey",?,?,356720
"Jungkook",?,?,356589
"Stephen Curry",?,?,356480
"James Caan",?,?,356201
"Indiana Jones and the Dial of Destiny",?,?,355942
"Xochitl Gomez",?,?,355117
"Robert F. Kennedy",?,?,354862
"Peaky Blinders (TV series)",?,?,354019
"Zendaya",?,?,353652
"Murder of Dee Dee Blanchard",?,?,353504
"Freemasonry",?,?,353373
"Anne Hathaway",?,?,352895
"Josh McDaniels",?,?,352164
"Reese Witherspoon",?,?,351653
"Josie Gibson",?,?,351406
"Myanmar civil war (2021–present)",?,?,350993
"Achelousaurus",?,?,350732
"London",?,?,350185
"Master X Master",?,?,349939
"Deepfake",?,?,349924
"Megan Fox",?,?,349580
"American Horror Story: Delicate",?,?,348890
"David Tennant",?,?,348837
"Jujutsu Kaisen (season 2)",?,?,348437
"List of countries and dependencies by population",?,?,348328
"Kaathal – The Core",?,?,348262
"Mission: Impossible (film series)",?,?,348055
"Trevor Rees-Jones (bodyguard)",?,?,347873
"Malaysia",?,?,347695
"Ariana Grande",?,?,347344
"Mark Ruffalo",?,?,347199
"Saddam Hussein",?,?,347046
"Pat McAfee",?,?,346092
"Jawaharlal Nehru",?,?,345608
"Elemental (2023 film)",?,?,345289
"Mannara Chopra",?,?,345094
"Charlie Sheen",?,?,344682
"Ismail Haniyeh",?,?,344671
"Henry VIII",?,?,344652
"Edgar Allan Poe",?,?,344440
"Jimbo Fisher",?,?,344189
"Frank Sinatra",?,?,344030
"1948 Arab–Israeli War",?,?,343863
"Miley Cyrus",?,?,343149
"Chernobyl disaster",?,?,343095
"Neymar",?,?,342683
"Billie Eilish",?,?,341896
"Shakira",?,?,341637
"XXX: State of the Union",?,?,341578
"Mary Elizabeth Winstead",?,?,341174
"Mount Takahe",?,?,341053
"Spice Girls",?,?,341050
"Switzerland",?,?,340942
"Ana de Armas",?,?,340104
"Alyson Hannigan",?,?,340063
"Aquaman and the Lost Kingdom",?,?,340041
"Temba Bavuma",?,?,339719
"Daniel Radcliffe",?,?,339538
"Windows 10 version history",?,?,339511
"The Boy and the Heron",?,?,339367
"Tamannaah Bhatia",?,?,339307
"Battle of Austerlitz",?,?,339204
"Thailand",?,?,338890
"Madonna",?,?,338846
"Argentina–Brazil football rivalry",?,?,338707
"Matthew Lillard",?,?,338393
"List of ethnic slurs",?,?,338054
"Hedy Lamarr",?,?,338024
"Salma Hayek",?,?,337953
"Jason Statham",?,?,337926
"XXV (Robbie Williams album)",?,?,337922
"Gladiator 2",?,?,337640
"Brooklyn Beckham",?,?,337347
"2020 United States presidential election",?,?,337169
"International Cricket Council",?,?,337037
"Anya Taylor-Joy",?,?,336862
"BlackRock",?,?,336800
"Egypt",?,?,336507
"Joseph Stalin",?,?,335943
"Osage Indian murders",?,?,335849
"Brock Purdy",?,?,335718
"George V",?,?,335341
"Brittany Murphy",?,?,334825
"Heath Ledger",?,?,334578
"Deadpool 3",?,?,334440
