Page,Edits,Editors,Views
"Bigg Boss (Tamil season 6)",?,?,555946
"Stephen Lang",?,?,555547
"2021 Copa América",?,?,555045
"Strange World (film)",?,?,554026
"Bhediya (film)",?,?,553481
"SZA",?,?,551446
"Julia Roberts",?,?,550855
"Anya Taylor-Joy",?,?,549732
"Manchester United F.C.",?,?,549495
"William, Prince of Wales",?,?,548919
"Walid Regragui",?,?,548149
"Kelly Reilly",?,?,547495
"Tamim bin Hamad Al Thani",?,?,547218
"Luis Guzmán",?,?,546620
"Julia Haart",?,?,545693
"BBC World Service",?,?,545681
"Human Development Index",?,?,544318
"1883 (TV series)",?,?,543130
"Ana de Armas",?,?,542969
"Andrea Bocelli",?,?,542749
"Bones and All",?,?,542193
"The Twelve Days of Christmas (song)",?,?,541046
"Lindsay Lohan",?,?,540973
"Spain national football team",?,?,540938
"Freddy (film)",?,?,538870
"Indiana Jones and the Dial of Destiny",?,?,538755
"Megan Thee Stallion",?,?,537587
"Richarlison",?,?,535698
"Amazon (company)",?,?,534932
"Shania Twain",?,?,532606
"Stephan Bonnar",?,?,532582
"MacOS",?,?,532250
"Queen Victoria",?,?,532058
"Pepe (footballer, born 1983)",?,?,529632
"Rothschild family",?,?,529594
"High on Life (video game)",?,?,528911
"Michael Jordan",?,?,528771
"Rosemary Clooney",?,?,528500
"Emmanuel Macron",?,?,527866
"Theo James",?,?,527737
"Tyson Fury",?,?,527112
"Bob Marley",?,?,526688
"Zendaya",?,?,525706
"Jim Carrey",?,?,524374
"Freddie Mercury",?,?,523985
"Percy Hynes White",?,?,523818
"Volodymyr Zelenskyy",?,?,523548
"Edward VIII",?,?,519159
"Louis van Gaal",?,?,519014
"Luis Suárez",?,?,518967
"Judy Garland",?,?,518179
"God of War Ragnarök",?,?,517508
"Narendra Modi",?,?,517411
"Arnold Schwarzenegger",?,?,516816
"John Travolta",?,?,516204
"1970 FIFA World Cup",?,?,515331
"Michael Douglas",?,?,515198
"Haley Lu Richardson",?,?,514813
"Maryland",?,?,514223
"A Christmas Carol",?,?,512766
"Slow Horses",?,?,512654
"Kathryn Hahn",?,?,512009
"Will Sharpe",?,?,510702
"The Santa Clauses",?,?,509586
"J. J. Watt",?,?,509568
"John Krasinski",?,?,509412
"RRR (film)",?,?,508113
"Dua Lipa",?,?,504874
"Will Ferrell",?,?,504437
"White Christmas (film)",?,?,503111
"Leonardo DiCaprio",?,?,503056
"Web server directory index",?,?,502866
"John Candy",?,?,502714
"Randal Kolo Muani",?,?,502443
"Pete Davidson",?,?,501141
"Vera-Ellen",?,?,500776
"Guillermo del Toro",?,?,500494
"Tulsa King",?,?,500299
"Jesus",?,?,499185
"Emancipation (2022 film)",?,?,498790
"Raphael Warnock",?,?,498165
"The Addams Family (1964 TV series)",?,?,498161
"Emma Thompson",?,?,497595
"Ray Liotta",?,?,496573
"Maxi Jazz",?,?,495786
"Harvey Weinstein",?,?,495245
"XXX (2002 film)",?,?,493772
"National Lampoon's Christmas Vacation",?,?,493639
"English language",?,?,492911
"Eminem",?,?,492866
"2024 Copa América",?,?,492354
"Florence Pugh",?,?,491793
"T. J. Holmes",?,?,490994
"Ram Setu (film)",?,?,490793
"Beverly D'Angelo",?,?,489731
"List of James Bond films",?,?,489682
"Tom Hanks",?,?,489221
"The Marble Index",?,?,489015
"Ukraine",?,?,488498
"Brandi Carlile",?,?,487612
"Don't Worry Darling",?,?,487473
"Singapore",?,?,487181
"Senegal",?,?,486537
"1958 FIFA World Cup",?,?,486155
"House of the Dragon",?,?,485694
"Edinho (footballer, born 1970)",?,?,485306
"JavaScript",?,?,484421
"Gianni Infantino",?,?,484273
"Lady Chatterley's Lover (2022 film)",?,?,483971
"2022 FIFA World Cup qualification",?,?,483182
"George V",?,?,482622
"Association football",?,?,482144
"IOS",?,?,481978
"Nora Fatehi",?,?,481831
"Kim Kardashian",?,?,481642
"Christian Pulisic",?,?,480734
"Michelle Yeoh",?,?,478305
"MIM-104 Patriot",?,?,476486
"Yashoda (film)",?,?,475469
"Chris Hemsworth",?,?,475227
"The Batman (film)",?,?,474815
"Prince Philip, Duke of Edinburgh",?,?,473342
"Son Heung-min",?,?,473160
"Switzerland",?,?,472775
"Soviet Union",?,?,472668
"Brooklyn",?,?,472287
"Turkey",?,?,471893
"Rishi Sunak",?,?,470421
"Alchemy of Souls",?,?,470001
"Timothée Chalamet",?,?,469892
"Generation Z",?,?,469374
"List of most expensive films",?,?,468355
"Tim Allen",?,?,467960
"Tom Holland",?,?,467089
"Fred Armisen",?,?,466267
"List of Yellowstone (American TV series) episodes",?,?,466024
"Aurélien Tchouaméni",?,?,465863
"Alan Rickman",?,?,465137
"Carlos Mac Allister",?,?,464957
"Shah Rukh Khan",?,?,464729
"Shaquille O'Neal",?,?,463989
"Joško Gvardiol",?,?,463521
"Mila Kunis",?,?,463307
"2022 Russian businessmen mystery deaths",?,?,463286
"Artificial intelligence",?,?,461950
"Japan national football team",?,?,461940
"Smile (2022 film)",?,?,461528
"Titanic (1997 film)",?,?,460862
"Rian Johnson",?,?,460217
"2022",?,?,458232
"LVMH",?,?,458014
"Eva Kaili",?,?,457755
"Frank Sinatra",?,?,457745
"Vladimir Putin",?,?,457725
"Wiki",?,?,457530
"FIFA World Cup hosts",?,?,456543
"Harry Styles",?,?,456359
"Sandra Bullock",?,?,455912
"Nope (film)",?,?,455736
"Mike Tyson",?,?,453924
"United Arab Emirates",?,?,453765
"Spirited (film)",?,?,453610
"Sheezan Mohammed Khan",?,?,453604
"Saint Nicholas",?,?,453579
"The Recruit (2022 TV series)",?,?,452150
"Angelina Jolie",?,?,451684
"James Caan",?,?,451677
"XVideos",?,?,451474
"Melinda Dillon",?,?,450615
"Mesut Özil",?,?,449439
"Santa Claus's reindeer",?,?,449056
"Black Adam",?,?,447479
"Goldie Hawn",?,?,447049
"Clint Eastwood",?,?,446464
"Rachel Weisz",?,?,445954
"Pakistan",?,?,445806
"Millie Bobby Brown",?,?,445583
"John Lennon",?,?,444733
"Cat",?,?,444633
"Jamie Lee Curtis",?,?,444371
"David Bowie",?,?,443267
"List of most-liked tweets",?,?,443203
"Peter Billingsley",?,?,442068
"Football",?,?,441998
"Harry Potter (film series)",?,?,441550
"London",?,?,441407
"Morticia Addams",?,?,441393
"United States men's national soccer team",?,?,440608
"Katherine Heigl",?,?,440333
"Freddie Prinze Jr.",?,?,439812
"Lady Gaga",?,?,439763
"FTX (company)",?,?,439650
"A Certain Magical Index",?,?,439633
"Omegle",?,?,439547
"Indonesia",?,?,439415
"Wikimedia Foundation",?,?,439049
"England",?,?,438309
"Helena Bonham Carter",?,?,438125
"Drew Barrymore",?,?,437983
"Jack O'Connell (actor)",?,?,435588
"Kosovo",?,?,435520
"Joe Pesci",?,?,435517
"Barack Obama",?,?,435294
"Danny DeVito",?,?,434889
"Twitter",?,?,434298
"Johnny Depp",?,?,434100
"2034 FIFA World Cup",?,?,433333
"Ousmane Dembélé",?,?,432925
"Lainey Wilson",?,?,432785
"Emma Corrin",?,?,432241
"Barbarian (2022 film)",?,?,432224
"Alice in Borderland",?,?,432192
"Martin Bashir",?,?,432075
"Jeffrey Epstein",?,?,431713
"Albert Einstein",?,?,431307
"List of countries by Human Development Index",?,?,431131
"List of top international men's football goal scorers by country",?,?,430994
"2022 Finalissima",?,?,430657
"Al Pacino",?,?,430631
"Ariana Grande",?,?,430505
"Jennifer Aniston",?,?,430089
"1974 FIFA World Cup",?,?,429845
"Chevy Chase",?,?,429706
"1962 FIFA World Cup",?,?,429659
"Avatar (franchise)",?,?,429548
"Linda Cardellini",?,?,429423
"James Gunn",?,?,428728
"Gomez Addams",?,?,428632
"Meghann Fahy",?,?,427786
"Michael Shannon",?,?,427663
"The Crown (season 5)",?,?,427076
"Alia Bhatt",?,?,426205
"Blake Lively",?,?,426006
"Memphis Depay",?,?,425847
"John F. Kennedy",?,?,425786
"Ottoman Empire",?,?,424979
"Jessica Henwick",?,?,424527
"Attack on Pearl Harbor",?,?,424434
"Nicolas Cage",?,?,424405
"Irina Shayk",?,?,424066
"Paul Pogba",?,?,423887
"Ben Affleck",?,?,423772
"Top Gun",?,?,423570
"Mahatma Gandhi",?,?,423504
"Luke Evans",?,?,422912
"List of states and territories of the United States",?,?,422677
"Pro Kabaddi League",?,?,422569
"Camilla, Queen Consort",?,?,422537
"Marie Antoinette",?,?,422445
"Triangle of Sadness",?,?,422009
"The Nutcracker",?,?,421613
"The Game Awards 2022",?,?,421390
"BTS",?,?,421327
"Tim Curry",?,?,421142
"Joey King",?,?,420985
"The Last of Us (TV series)",?,?,419946
"Raul Julia",?,?,419830
"Anne, Princess Royal",?,?,419283
"Spain",?,?,418820
"Elf (film)",?,?,417544
"Liam Neeson",?,?,416960
"Die Hard",?,?,415485
"Catherine O'Hara",?,?,415285
"Sam Brinton",?,?,414948
"Thierry Henry",?,?,414036
"Govinda Naam Mera",?,?,413999
"Firefly Lane",?,?,413832
"Winston Churchill",?,?,413726
"Paul Simon",?,?,413718
"Biggest ball of twine",?,?,413352
"Israel",?,?,413125
"Kaká",?,?,412198
"Cameron Diaz",?,?,411907
"Jennifer Lopez",?,?,410966
"FIFA Women's World Cup",?,?,410707
"How the Grinch Stole Christmas (2000 film)",?,?,410666
"Bobbi Kristina Brown",?,?,410425
"Transformers (film series)",?,?,410264
"Ethan Mbappé",?,?,409983
"Three Pines",?,?,409743
"Stanley Tucci",?,?,409742
"HIT: The Second Case",?,?,409037
"H.E.R.",?,?,408997
"Arsenal F.C.",?,?,408508
"Shakira",?,?,407794
"Periodic table",?,?,407725
"Xherdan Shaqiri",?,?,407632
"Manchester City F.C.",?,?,406872
"Ashton Kutcher",?,?,406797
"Audrey Hepburn",?,?,405620
"Zoolander",?,?,405270
"Charles Dickens",?,?,404780
"Henry VIII",?,?,404539
"Philippines",?,?,404485
"List of countries by GDP (nominal)",?,?,404167
"Taylor Sheridan",?,?,404058
"Kurt Russell",?,?,403585
"The Witcher (TV series)",?,?,403426
"List of American films of 2022",?,?,403129
"Mr. Olympia",?,?,402794
"Sofiane Boufal",?,?,402228
"Miley Cyrus",?,?,401577
"Home Alone 2: Lost in New York",?,?,400560
"Titanic",?,?,400307
"YouTube Kids",?,?,400189
"2023 Cricket World Cup",?,?,400043
"Elizabeth Holmes",?,?,399137
"Chief executive officer",?,?,398837
"Murder of Joseph Augustus Zarelli",?,?,398755
"Julie Andrews",?,?,398709
"Kobe Bryant",?,?,398668
"MrBeast",?,?,398291
"Selena Gomez",?,?,398222
"2014 FIFA World Cup Final",?,?,398089
"Royal Rumble (2023)",?,?,397485
"Salman Khan",?,?,396718
"Jordan Peterson",?,?,395475
"Ponniyin Selvan: I",?,?,395287
"Donna Reed",?,?,394279
"Jason Momoa",?,?,393779
"1950 FIFA World Cup",?,?,393601
"UEFA Euro 2016",?,?,392704
"Napoleon",?,?,392179
"Charles Cullen",?,?,391727
"Keira Knightley",?,?,391440
"Chloë Grace Moretz",?,?,391117
"South Korea national football team",?,?,390488
"Christian Bale",?,?,390457
"Charlbi Dean",?,?,390186
"GPT-3",?,?,390130
"Elden Ring",?,?,389841
"Bangladesh",?,?,389337
"Marcus Thuram",?,?,388437
"Muhammad Ali",?,?,387288
"Charles Addams",?,?,386961
"Vincent Aboubakar",?,?,386805
"Pedro Castillo",?,?,386728
"Elton John",?,?,386685
"American Civil War",?,?,386635
"Sandy Hook Elementary School shooting",?,?,386285
"Theo Hernandez",?,?,386179
"Texas Killing Fields",?,?,386063
"Nordin Amrabat",?,?,385794
"Olivia Wilde",?,?,385101
"Immaculate Reception",?,?,384283
"Saudi Arabia",?,?,384060
"Anne Heche",?,?,384023
"Anne Boleyn",?,?,383999
"Matilda the Musical (film)",?,?,383972
"Strike (TV series)",?,?,383309
"Steve Martin",?,?,382799
"Danny Kaye",?,?,382701
"Taylor Momsen",?,?,382672
"G20",?,?,382413
"Virgil van Dijk",?,?,382291
"FIFA Club World Cup",?,?,381743
"Addams Family Values",?,?,381523
"Jake Gyllenhaal",?,?,381518
"Thomas Müller",?,?,381123
"Deepika Padukone",?,?,381043
"The Crown (TV series)",?,?,380768
"Nicolás Otamendi",?,?,380756
"Gareth Southgate",?,?,380582
"Offside (association football)",?,?,380436
"Iran",?,?,379927
"Robert De Niro",?,?,379295
"Emma Watson",?,?,379264
"National Treasure: Edge of History",?,?,379225
"Leslie Odom Jr.",?,?,379179
"Bob Barker",?,?,379148
"Respiratory syncytial virus",?,?,378845
"Dick Van Dyke",?,?,378824
"Jamie McShane",?,?,378535
"His Dark Materials",?,?,378439
"South Africa",?,?,378297
"Tom Burke (actor)",?,?,377798
"Wayne Rooney",?,?,377249
"2023 FIFA Women's World Cup",?,?,376960
"Luka Dončić",?,?,376944
"California",?,?,376898
"2021–2023 ICC World Test Championship",?,?,376454
"Jack Black",?,?,376365
"Steve Jobs",?,?,375260
"Balenciaga",?,?,375148
"Catherine, Princess of Wales",?,?,374790
"Jeff Bezos",?,?,374425
"C++",?,?,374379
"Quentin Tarantino",?,?,373947
"Emma Roberts",?,?,373897
"Italy",?,?,373847
"Joseph Stalin",?,?,373630
"Colin Farrell",?,?,373527
"Vadhandhi: The Fable of Velonie",?,?,373491
"Chelsea F.C.",?,?,373380
"Virat Kohli",?,?,373132
"TikTok",?,?,372953
"Madonna",?,?,372898
"Salma Hayek",?,?,372643
"A Christmas Story Christmas",?,?,372246
"All I Want for Christmas Is You",?,?,371940
"Lindsey Buckingham",?,?,371119
"Liverpool F.C.",?,?,370932
"Serbia",?,?,370852
"William Shakespeare",?,?,370834
"Mia Goth",?,?,370460
"Bad Bunny",?,?,370440
"Peaky Blinders (TV series)",?,?,370106
"Doctor G",?,?,370035
"Paul McCartney",?,?,369730
"Ryan Gosling",?,?,369629
"Warwick Davis",?,?,369435
"Jennifer Lawrence",?,?,369040
"Empress Elisabeth of Austria",?,?,368759
"B. R. Ambedkar",?,?,368335
"White Noise (2022 film)",?,?,368220
"Spider-Man: No Way Home",?,?,367428
"Mexico",?,?,367382
"Guardians of the Galaxy Vol. 3",?,?,367334
"Tottenham Hotspur F.C.",?,?,367227
"La Liga",?,?,367103
"Pan Am Flight 103",?,?,366848
"Google Maps",?,?,366802
"Hiba Abouk",?,?,366767
"New Zealand",?,?,366597
"Laura Haddock",?,?,365994
"Bradley Cooper",?,?,365792
"North America",?,?,365523
"Tupac Shakur",?,?,365219
"The Polar Express (film)",?,?,365137
"Cillian Murphy",?,?,364693
"Marvel Cinematic Universe",?,?,364054
"The Walking Dead (TV series)",?,?,364037
"Elizabeth I",?,?,363745
"Vietnam War",?,?,363486
"Giles Deacon",?,?,363005
"Lisa Marie Presley",?,?,362888
"God of War (franchise)",?,?,362827
"South Korea",?,?,362694
"Ines Rau",?,?,362488
"Ashley Park (actress)",?,?,362195
"Europe",?,?,361835
"Afghanistan",?,?,361702
"Uncle Fester",?,?,361360
"Jiang Zemin",?,?,361104
"Edgar Allan Poe",?,?,360603
"Turkish Radio and Television Corporation",?,?,360415
"Kevin Bacon",?,?,360320
"2022 University of Idaho killings",?,?,360276
"Rishab Shetty",?,?,359706
"Cecily Strong",?,?,359218
"Millennials",?,?,359130
