Page,Edits,Editors,Views
"2022 Ballon d'Or",?,?,541080
"Derry Girls",?,?,540673
"Pete Davidson",?,?,540451
"Mia Goth",?,?,540450
"Angelina Jolie",?,?,539023
"Dietrich Mateschitz",?,?,537042
"Sudha Murty",?,?,535712
"Turkey",?,?,535277
"Jair Bolsonaro",?,?,534776
"Dusty Baker",?,?,534434
"Christopher Columbus",?,?,534167
"Manchester City F.C.",?,?,533811
"Waukesha Christmas parade attack",?,?,533362
"A. P. J. Abdul Kalam",?,?,533351
"Joe DiMaggio",?,?,532828
"The Banshees of Inisherin",?,?,532776
"Camila Cabello",?,?,531589
"Ron DeSantis",?,?,530000
"Barack Obama",?,?,528947
"John F. Kennedy",?,?,528375
"Tham Luang cave rescue",?,?,528233
"Zoe Saldaña",?,?,527405
"American Horror Story: NYC",?,?,525883
"Max Verstappen",?,?,525850
"Emma Roberts",?,?,525317
"Stanley Tucci",?,?,522248
"Dua Lipa",?,?,522237
"Chola dynasty",?,?,521541
"Jordan Peterson",?,?,521523
"Death of Marilyn Monroe",?,?,520588
"The Super Mario Bros. Movie",?,?,518820
"Gladys Pearl Baker",?,?,518493
"Steve Jobs",?,?,517658
"October 2022 Conservative Party leadership election",?,?,517065
"The White Lotus",?,?,516534
"Christian McCaffrey",?,?,516348
"Charles Chaplin Jr.",?,?,515069
"Scarlett Johansson",?,?,514317
"Bryce Harper",?,?,512086
"Artificial intelligence",?,?,511869
"Madonna",?,?,511465
"Arnold Schwarzenegger",?,?,510641
"Mehmet Oz",?,?,510094
"Solar eclipse of October 25, 2022",?,?,508791
"Rohan Murty",?,?,506432
"Rick and Morty (season 6)",?,?,506219
"Pornhub",?,?,505559
"Florence Pugh",?,?,505249
"Generation Z",?,?,505140
"Matt Goss",?,?,501681
"Anya Taylor-Joy",?,?,500863
"BTS",?,?,500819
"London",?,?,500726
"FC Barcelona",?,?,499751
"Rajaraja I",?,?,499740
"XXX",?,?,499323
"Pakistan",?,?,499302
"Freddie Mercury",?,?,498299
"FIFA World Cup",?,?,496303
"Lisa Marie Presley",?,?,495949
"Val Kilmer",?,?,495460
"Brendan Gleeson",?,?,495016
"Google Maps",?,?,494055
"2022 United States elections",?,?,493266
"Albert Einstein",?,?,493091
"Jan Broberg Felt",?,?,492917
"A Friend of the Family (TV series)",?,?,492193
"Leonardo DiCaprio",?,?,492095
"Nayanthara",?,?,491315
"Giorgia Meloni",?,?,490968
"Ticket to Paradise (2022 film)",?,?,489512
"IOS",?,?,488866
"Justin Verlander",?,?,488099
"Virat Kohli",?,?,487921
"Amitabh Bachchan",?,?,487455
"Jake Paul",?,?,487330
"Avatar: The Way of Water",?,?,486882
"Soviet Union",?,?,486476
"Armie Hammer",?,?,483824
"Michael Jordan",?,?,483010
"Deion Sanders",?,?,482399
"Little Women (2022 TV series)",?,?,481849
"Charles Manson",?,?,481448
"Chelsea F.C.",?,?,480883
"Arsenal F.C.",?,?,480852
"List of countries by GDP (nominal)",?,?,475916
"Netherlands",?,?,474660
"California",?,?,474444
"Jeff Bezos",?,?,474255
"Clint Eastwood",?,?,473721
"La Liga",?,?,473452
"Daniel Ek",?,?,473371
"Vikram (2022 film)",?,?,472529
"Morfydd Clark",?,?,472057
"Vaishali Takkar",?,?,471636
"Philippines",?,?,468564
"Marvel Cinematic Universe",?,?,468524
"Attack of the Dead Men",?,?,468023
"Cyberpunk: Edgerunners",?,?,466650
"Call of Duty: Modern Warfare 2",?,?,465246
"J. R. R. Tolkien",?,?,465133
"Shia LaBeouf",?,?,463077
"Lewis Hamilton",?,?,462784
"Priscilla Presley",?,?,462352
"Fall (2022 film)",?,?,461883
"DEFCON",?,?,461610
"2022 in film",?,?,461449
"The Lord of the Rings",?,?,460365
"Rashmika Mandanna",?,?,460049
"Indonesia",?,?,459746
"The Stranger (2022 film)",?,?,457978
"Conservative Party (UK)",?,?,457688
"OnlyFans",?,?,457340
"Disappearance of Emanuela Orlandi",?,?,457264
"William, Prince of Wales",?,?,456410
"Alia Bhatt",?,?,456267
"Wiki",?,?,455917
"List of countries by Human Development Index",?,?,455805
"Brendan Fraser",?,?,455552
"Johnny Depp",?,?,454678
"List of American films of 2022",?,?,454511
"Beetlejuice",?,?,454318
"LGBT",?,?,454023
"NXT Halloween Havoc (2022)",?,?,453430
"The Lord of the Rings (film series)",?,?,452888
"Shaquille O'Neal",?,?,452231
"List of serial killers in the United States",?,?,450707
"Peaky Blinders (TV series)",?,?,450175
"List of Teachers' Days",?,?,449820
"Breaking Bad",?,?,449579
"Avatar (2009 film)",?,?,447292
"Tom Pelphrey",?,?,446649
"The School for Good and Evil",?,?,446081
"Luke Macfarlane",?,?,446079
"Anna Sorokin",?,?,445317
"Marvel Cinematic Universe: Phase Four",?,?,445048
"The Crown (TV series)",?,?,444702
"Stranger Things",?,?,442959
"Wikimedia Foundation",?,?,442797
"Jimmy Carter",?,?,442455
"The Sinner (TV series)",?,?,441792
"Guillermo del Toro",?,?,441507
"Fellatio",?,?,440872
"Kim Petras",?,?,439524
"Roblox",?,?,438941
"David Bowie",?,?,438792
"France",?,?,438285
"Werewolf by Night",?,?,437453
"Brazil",?,?,437082
"C++",?,?,436652
"Pierce Brosnan",?,?,436124
"Nope (film)",?,?,435994
"Aishwarya Rai Bachchan",?,?,435758
"Italy",?,?,435465
"Karthikeya 2",?,?,434646
"Selena Gomez",?,?,433989
"Tár",?,?,433130
"Bella Hadid",?,?,432601
"Kris Jenner",?,?,431943
"Apple Inc.",?,?,431661
"Liverpool F.C.",?,?,431501
"Edward VII",?,?,431326
"South Africa",?,?,430989
"Sylvester Stallone",?,?,430799
"Taiwan",?,?,430212
"Rihanna",?,?,430197
"Catherine de' Medici",?,?,428502
"Abraham Lincoln",?,?,428435
"Sandy Hook Elementary School shooting",?,?,427837
"Mahsa Amini protests",?,?,427576
"Paris Saint-Germain F.C.",?,?,427084
"Arshad Sharif",?,?,425953
"Ottoman Empire",?,?,425765
"Jack Dorsey",?,?,425112
"Geena Davis",?,?,422265
"Tupac Shakur",?,?,421471
".xxx",?,?,420878
"Joe Alwyn",?,?,420458
"2022 Atlantic hurricane season",?,?,420425
"Hannah Waddingham",?,?,419756
"Rings of Power",?,?,418949
"Tua Tagovailoa",?,?,417078
"Interview with the Vampire (TV series)",?,?,416484
"Vendhu Thanindhathu Kaadu",?,?,416330
"England",?,?,415543
"Jayde Adams",?,?,415042
"Casualties of the Russo-Ukrainian War",?,?,414866
"Jennifer Connelly",?,?,414756
"Mia Farrow",?,?,414563
"Rakshit Shetty",?,?,414446
"Pablo Escobar",?,?,414351
"Shalin Bhanot",?,?,414301
"Philadelphia Phillies",?,?,414278
"Jack Harlow",?,?,414136
"Edmund Kemper",?,?,413829
"Strictly Come Dancing (series 20)",?,?,413456
"Seven deadly sins",?,?,413247
"Paul Newman",?,?,413192
"UEFA Europa League",?,?,413127
"Aaron Rodgers",?,?,411985
"DD",?,?,411509
"K.G.F: Chapter 2",?,?,409508
"Annie Ernaux",?,?,409482
"Millie Bobby Brown",?,?,408602
"Patrick Mahomes",?,?,408105
"Harry Potter (film series)",?,?,407912
"TikTok",?,?,406490
"Anderson Silva",?,?,406352
"Kylian Mbappé",?,?,405392
"Doctor G",?,?,405379
"Next United Kingdom general election",?,?,405321
"Eddie Redmayne",?,?,405282
"Ashton Kutcher",?,?,405240
"Napoleon",?,?,405053
"Cate Blanchett",?,?,404515
"Mallikarjun Kharge",?,?,404362
"United Arab Emirates",?,?,404115
"Travis Barker",?,?,403857
"Volodymyr Zelenskyy",?,?,403765
"Billie Eilish",?,?,403658
"Tony Adams",?,?,403403
"Sacheen Littlefeather",?,?,402525
"William Shakespeare",?,?,402169
"Chadwick Boseman",?,?,401220
"Sosie Bacon",?,?,401203
"World Teachers' Day",?,?,400930
"Constance Wu",?,?,400719
"Mani Ratnam",?,?,400182
"Emma Watson",?,?,400168
"Zendaya",?,?,400113
"Vietnam War",?,?,399984
"Josh Allen (quarterback)",?,?,399945
"Skaar (character)",?,?,399520
"The Try Guys",?,?,399476
"Nanjing Massacre",?,?,398565
"Harry Potter",?,?,398095
"Linux",?,?,397828
"Muhammad",?,?,397790
"Colonel Tom Parker",?,?,397718
"Everything Everywhere All at Once",?,?,397137
"Robin Williams",?,?,397078
"David Tennant",?,?,396936
"List of highest-grossing films",?,?,396871
"New Zealand",?,?,396729
"Super Bowl XXX",?,?,396426
"Mark Wahlberg",?,?,395919
"Theresa May",?,?,394001
"Galadriel",?,?,393275
"Robert Lewandowski",?,?,393067
"Grey's Anatomy",?,?,392824
"Blake Lively",?,?,392689
"Ant-Man and the Wasp: Quantumania",?,?,392402
"Charlie Chaplin",?,?,391365
"Cyprus",?,?,390869
"List of The Handmaid's Tale episodes",?,?,390448
"Black Panther (film)",?,?,390378
"Ed and Lorraine Warren",?,?,390151
"Keir Starmer",?,?,389968
"Better Call Saul",?,?,389844
"NATO",?,?,389786
"Zac Efron",?,?,389449
"Jessica Chastain",?,?,389386
"Europe",?,?,388629
"Qatar",?,?,388618
"Saudi Arabia",?,?,387098
"Kylie Jenner",?,?,386798
"Israel",?,?,386558
"Aishwarya Lekshmi",?,?,386059
"Sandra Bullock",?,?,385902
"Vikram (actor)",?,?,385765
"Margot Robbie",?,?,385219
"Gwen Stefani",?,?,385081
"Josh Heupel",?,?,385061
"2022",?,?,384966
"Stephen Hawking",?,?,384922
"Jason Sudeikis",?,?,384897
"Sarah Shahi",?,?,384626
"Los Angeles",?,?,383488
"Bangladesh",?,?,383141
"Charlie Puth",?,?,382974
"Call of Duty",?,?,382482
"American Psycho (film)",?,?,381978
"Liam Neeson",?,?,381530
"Switzerland",?,?,381446
"Mostafa El-Abbadi",?,?,381029
"Anne, Princess Royal",?,?,380842
"Nick Cannon",?,?,380780
"Vikram Vedha",?,?,380641
"South Korea",?,?,380121
"Trisha (actress)",?,?,379220
"C (programming language)",?,?,378678
"Princess Sophie of Bavaria",?,?,378416
"Meghan, Duchess of Sussex",?,?,378223
"Chris Pratt",?,?,377785
"Chancellor of the Exchequer",?,?,376221
"North America",?,?,376186
"Thora Birch",?,?,375669
"Creed III",?,?,375628
"Dakota Johnson",?,?,375449
"Stephen Curry",?,?,373988
"Ted Lasso",?,?,373588
"Ted Kaczynski",?,?,373223
"Ariana Grande",?,?,373108
"Last Seen Alive",?,?,372883
"Yom Kippur",?,?,372860
"Louis Mountbatten, 1st Earl Mountbatten of Burma",?,?,372517
"Colin Farrell",?,?,372143
"The Nightmare Before Christmas",?,?,371368
"Brittney Griner",?,?,370221
"Prince Harry, Duke of Sussex",?,?,369916
"Zlatan Ibrahimović",?,?,369775
"Jennifer Lopez",?,?,369169
"Timeline of the 2022 Russian invasion of Ukraine: phase 3",?,?,368883
"Billy Eichner",?,?,368522
"Crimea",?,?,368337
"Jennifer Aniston",?,?,367744
"Henry VIII",?,?,367144
"Millennials",?,?,366528
"Taj Mahal",?,?,366231
"Mexico",?,?,366200
"Ezra Miller",?,?,365530
"The Beatles",?,?,364768
"Shah Rukh Khan",?,?,364357
"Jeepers Creepers (2001 film)",?,?,364020
"Spain",?,?,363763
"MrBeast",?,?,362228
"Alexander the Great",?,?,362105
"Chucky (TV series)",?,?,361900
"Martin Lorentzon",?,?,361841
"Chernobyl disaster",?,?,361658
"Gigi Hadid",?,?,361537
"2023 Cricket World Cup",?,?,359871
"Soham murders",?,?,359809
"Vijayadashami",?,?,359394
"Rorschach (film)",?,?,359243
"Elizabeth I",?,?,359139
"Telegram (software)",?,?,358634
"Thérèse Coffey",?,?,358607
"Prince (2022 film)",?,?,358569
"Bruce Willis",?,?,358506
"Sam Smith",?,?,358361
"Neymar",?,?,358292
"List of countries and dependencies by population",?,?,358199
"The Boys (TV series)",?,?,357750
"HESA Shahed 136",?,?,357737
"Vincent van Gogh",?,?,357295
"SmartBear",?,?,357143
"E-commerce",?,?,357048
"Waffle House Index",?,?,356605
"Tom Holland",?,?,356539
"Karthi",?,?,356403
"Poland",?,?,356288
"Sophia Anne Caruso",?,?,356194
"Antisemitism",?,?,356034
"Tatiana Maslany",?,?,355689
"Kym Marsh",?,?,355076
"Isildur",?,?,354923
"American Civil War",?,?,354057
"Heath Ledger",?,?,353347
"Jason Momoa",?,?,353173
"The Masked Singer (American season 8)",?,?,353160
"DC Extended Universe",?,?,353098
"David Cameron",?,?,352944
"Velma Dinkley",?,?,352314
"Sajid Khan (director)",?,?,352275
"September 11 attacks",?,?,352236
"Selma Blair",?,?,352141
"Ronald Reagan",?,?,350996
"2019 United Kingdom general election",?,?,350581
"Samhain",?,?,350401
"Christopher Lloyd",?,?,350253
"Harvey Weinstein",?,?,349562
"John Lennon",?,?,349091
"Triangle of Sadness",?,?,348951
"Tom Hanks",?,?,348782
"Tom DeLonge",?,?,348744
"Hereditary (film)",?,?,348418
"Jacob Rees-Mogg",?,?,348334
"The Bear (TV series)",?,?,348285
"Jules Bianchi",?,?,348032
"From Scratch (TV series)",?,?,347691
"Snoop Dogg",?,?,346910
"2020 United States presidential election",?,?,346607
"Burj Khalifa",?,?,346023
"Biggest ball of twine",?,?,345832
"Christopher Guest",?,?,345460
"List of Doctor Who episodes (2005–present)",?,?,345126
"Lady Gaga",?,?,345081
"Joseph Stalin",?,?,344889
"George Washington",?,?,344673
"Maya Hawke",?,?,344620
"Apple Network Server",?,?,344572
"List of Tamil films of 2022",?,?,344547
"Yellowstone (American TV series)",?,?,344209
"Rupert Murdoch",?,?,344132
"Winona Ryder",?,?,343917
"Gary Ridgway",?,?,343635
"Borderline personality disorder",?,?,343625
"Vijaya Gadde",?,?,343464
"Maximilian I of Mexico",?,?,342966
"Russell Wilson",?,?,342798
"Quentin Tarantino",?,?,342036
"Justin Bieber",?,?,341294
"Drew Barrymore",?,?,341139
"Spider-Man: No Way Home",?,?,341117
"Marvel Cinematic Universe: Phase Five",?,?,340866
"Inheritance (2020 film)",?,?,340559
"Ronaldo (Brazilian footballer)",?,?,340496
"Tom Hardy",?,?,340072
"2026 FIFA World Cup",?,?,339782
"XVideos",?,?,339752
"Marlon Brando",?,?,339655
"Red Hot Chili Peppers",?,?,339512
"Microsoft 365",?,?,339029
"Lizzo",?,?,338953
"2023 AFC U-17 Asian Cup qualification",?,?,338879
"Jesus",?,?,338745
"Top Gun",?,?,338402
"Peyton Manning",?,?,338068
"T.J. Miller",?,?,337821
"The Greatest Beer Run Ever",?,?,337785
"Niecy Nash",?,?,337687
"Kevin Spacey",?,?,337557
"Chris Hemsworth",?,?,337217
"Diane Morgan",?,?,337061
"Rick and Morty",?,?,336776
"Hailey Bieber",?,?,336679
"Tyson Fury",?,?,336541
"Pornography",?,?,336386
"Amal Clooney",?,?,336239
"The Troubles",?,?,336144
"Timothée Chalamet",?,?,335915
"Ben Affleck",?,?,335862
"Tony Blair",?,?,335800
"Salman Khan",?,?,335639
"Afghanistan",?,?,335402
"The Big Bang Theory",?,?,334953
"Sean O'Malley (fighter)",?,?,334812
"Steve McQueen",?,?,334442
"50 Cent",?,?,333971
"Kevin Bacon",?,?,333508
"HTTP cookie",?,?,333508
"Ryan Murphy (filmmaker)",?,?,333469
"Jennifer Lawrence",?,?,333436
"Danny DeVito",?,?,333140
"Email",?,?,332996
"Anne Hathaway",?,?,332738
"Travis Kelce",?,?,332241
"Kazakhstan",?,?,331956
"Tim Burton",?,?,331215
"Minecraft",?,?,330641
"20th Century Girl",?,?,330553
"Liam Hemsworth",?,?,330257
"Pro Kabaddi League",?,?,330206
"Stephen King",?,?,330186
"Good Friday Agreement",?,?,330175
"Jalen Hurts",?,?,330091
"Robert Downey Jr.",?,?,330016
"List of UFC events",?,?,329558
"Earth",?,?,329489
"Sundar Pichai",?,?,329480
"Nigeria",?,?,329348
"Crystal Gayle",?,?,329151
"Windows 10 version history",?,?,329074
"Mary, Queen of Scots",?,?,328910
"Carrie Fisher",?,?,328801
"Jack Antonoff",?,?,328791
"Thailand",?,?,328560
"Malaysia",?,?,328463
"Rose Byrne",?,?,328335
"Camilla, Queen Consort",?,?,328162
"Viscus",?,?,328140
"Bleach: Thousand-Year Blood War",?,?,328016
"Roman Empire",?,?,327833
"Prince (musician)",?,?,327818
"Animal",?,?,327028
"Elton John",?,?,326673
"Man-Thing",?,?,325913
"Timeline of the 2022 Russian invasion of Ukraine",?,?,325878
"Austin Butler",?,?,325870
"List of ethnic slurs",?,?,325830
"HTTP 404",?,?,325809
"Paul Pelosi",?,?,325604
"List of most-subscribed YouTube channels",?,?,325592
"Vietnam",?,?,325509
"The Witcher (TV series)",?,?,325416
"Narendra Modi",?,?,325216
"Nikola Tesla",?,?,325109
"Fascism",?,?,324777
"Dennis Rader",?,?,324479
"Anna Nicole Smith",?,?,324444
"Deontay Wilder",?,?,323987
"Hugh O'Leary",?,?,323689
"Jamie Clayton",?,?,323661
"Matthew McConaughey",?,?,323279
"The Batman (film)",?,?,322775
"Franklin D. Roosevelt",?,?,322724
"Alec Baldwin",?,?,322701
"Charlize Theron",?,?,322664
