Page,Edits,Editors,Views
"Jallianwala Bagh massacre",?,?,632148
"Seinfeld",?,?,631750
"Jeff Bezos",?,?,629381
"New York City",?,?,629357
"Video hosting service",?,?,628834
"Doja Cat",?,?,628747
"2021 Formula One World Championship",?,?,619467
"Day of the Dead",?,?,618438
"Hwang Dong-hyuk",?,?,616800
"Premier League",?,?,615983
"Jason Momoa",?,?,614109
"Dwayne Johnson",?,?,613666
"Null",?,?,613002
"Adolf Hitler",?,?,612018
"Cat",?,?,610929
"MacOS",?,?,607495
"Sean Connery",?,?,607439
"Robin Williams",?,?,601586
"XXXTentacion",?,?,601478
"Bigg Boss (Tamil season 5)",?,?,600262
"Mike Tyson",?,?,600100
"Gwen Shamblin Lara",?,?,599502
"Clint Eastwood",?,?,597278
"Amanda Staveley",?,?,591449
"The Sopranos",?,?,589437
"Lil Nas X",?,?,588465
"James Michael Tyler",?,?,587837
"Steve Jobs",?,?,587709
"2022 FIFA World Cup qualification (UEFA)",?,?,584389
"Naga Chaitanya",?,?,582193
"Linda Tripp",?,?,580035
"Shiva Rajkumar",?,?,579329
"Rajkumar (actor)",?,?,578717
"2021 in film",?,?,577660
"The Pirate Bay",?,?,576284
"Leonardo DiCaprio",?,?,574315
"Chucky (TV series)",?,?,573149
"Scream (1996 film)",?,?,568989
"Pandora Papers",?,?,567127
"Harry Styles",?,?,567125
"Hocus Pocus (1993 film)",?,?,566805
"The French Dispatch",?,?,563720
"American Horror Story",?,?,562577
"XXX: Return of Xander Cage",?,?,562059
"Bongbong Marcos",?,?,560251
"Stoneman Douglas High School shooting",?,?,554448
"Windows 11",?,?,554319
"Cambridge, Massachusetts",?,?,554069
"Australia",?,?,552208
"Olivia Wilde",?,?,551642
"James Gandolfini",?,?,550573
"The Last Duel: A True Story of Trial by Combat in Medieval France",?,?,548875
"Ed Sheeran",?,?,548807
"A. P. J. Abdul Kalam",?,?,548719
"Canada",?,?,548697
"Shaheen Afridi",?,?,547372
"Kim Joo-ryoung",?,?,544857
"Tommy Fury",?,?,544352
"Dominic Perrottet",?,?,540899
"Anya Taylor-Joy",?,?,540679
"The New York Times",?,?,540444
"Albert Einstein",?,?,538778
"You (season 2)",?,?,536074
"Queen Victoria",?,?,534353
"O Yeong-su (actor)",?,?,533959
"Impeachment: American Crime Story",?,?,533692
"Atlanta Braves",?,?,533359
"Brandi Carlile",?,?,532587
"C++",?,?,529878
"Justin Bieber",?,?,528830
"Kate Siegel",?,?,528144
"Omegle",?,?,527736
"List of American films of 2021",?,?,527098
"House of Secrets: The Burari Deaths",?,?,526619
"Barack Obama",?,?,525255
"Puneeth Rajkumar filmography",?,?,524210
"Money Heist",?,?,522865
"World War I",?,?,520026
"Will Poulter",?,?,519278
"Shiba Inu (cryptocurrency)",?,?,517871
"Taylor Swift",?,?,517125
"Florence Pugh",?,?,516815
"Brad Pitt",?,?,514089
"Zayn Malik",?,?,513827
"Quantum of Solace",?,?,511269
"Anthony Joshua",?,?,510861
"Eminem",?,?,510214
"Kourtney Kardashian",?,?,509754
"HTTP 404",?,?,509701
"Germany",?,?,508230
"Diana, Princess of Wales",?,?,507788
"Michael Schumacher",?,?,507162
"Dakota Johnson",?,?,506535
"List of Bollywood films of 2021",?,?,506121
"Johnny Depp",?,?,506016
"Aaron Rodgers",?,?,504990
"Jean de Carrouges",?,?,504185
"Marvel Cinematic Universe: Phase Four",?,?,502745
"Candace Parker",?,?,502229
"Stephen Hawking",?,?,502066
"Michael O'Dwyer",?,?,501495
"Jennifer Aniston",?,?,500318
"2021 World Wrestling Championships",?,?,499376
"Pakistan",?,?,499340
"Heo Sung-tae",?,?,499227
"Antlers (film)",?,?,498898
"Grey's Anatomy",?,?,498847
"Bitcoin",?,?,498714
"Metaverse",?,?,496996
"XXXX (album)",?,?,495833
"Mayim Bialik",?,?,495483
"Foundation series",?,?,495362
"Chris Evans (actor)",?,?,493088
"Killing of Gabby Petito",?,?,492823
"Death of Gabby Petito",?,?,492228
"Jerry Seinfeld",?,?,491478
"Tom Cruise",?,?,490896
"Strictly Come Dancing (series 19)",?,?,489421
"Ratan Tata",?,?,486762
"Frank Herbert",?,?,484778
"Russia",?,?,484426
"Tamil Nadu",?,?,484347
"Army of Thieves",?,?,483638
"Dua Lipa",?,?,482943
"Old (film)",?,?,482088
"Charles, Prince of Wales",?,?,481895
"Madonna",?,?,480608
"Michael Keaton",?,?,480233
"Lamb (2021 film)",?,?,478920
"Jesy Nelson",?,?,478792
"John Carpenter",?,?,478166
"Manmohan Singh",?,?,477348
"Bill Clinton",?,?,476784
"Wu-Tang Clan",?,?,476306
"2022 FIFA World Cup",?,?,476250
"Hannah Waddingham",?,?,475960
"Marvel Cinematic Universe",?,?,475674
"Eduardo Saverin",?,?,473924
"Philippines",?,?,473761
"Marilyn Monroe",?,?,473492
"Elvis Presley",?,?,473067
"The Addams Family",?,?,473015
"Thalaivii",?,?,471540
"Salma Hayek",?,?,471258
"Peaky Blinders (TV series)",?,?,470108
"Jon-Erik Hexum",?,?,469984
"Roblox",?,?,469572
"The Morning Show (American TV series)",?,?,469180
"Ed and Lorraine Warren",?,?,468018
"Betty White",?,?,466635
"Oleksandr Usyk",?,?,464173
"Karan Kundrra",?,?,464026
"Grimes (musician)",?,?,463159
"South Korea",?,?,462553
"List of Indian Premier League seasons and results",?,?,462183
"California",?,?,462107
"Singapore",?,?,461334
"Microsoft Teams",?,?,459066
"Girls Planet 999",?,?,458869
"The Walking Dead (TV series)",?,?,458410
"LeBron James",?,?,457976
"Tony Bennett",?,?,457825
"Tati Gabrielle",?,?,457020
"The Beatles",?,?,456839
"COVID-19",?,?,456406
"Titanic",?,?,454861
"Tom Holland",?,?,453130
"Steve Bruce",?,?,453036
"John F. Kennedy",?,?,452739
"London",?,?,451642
"Uttar Pradesh",?,?,451299
"Mac Jones",?,?,451155
"Rainey Qualley",?,?,450184
"Ben Affleck",?,?,450077
"Tim Curry",?,?,450007
"Ole Gunnar Solskjær",?,?,449145
"Gigi Hadid",?,?,448984
"Canelo Álvarez",?,?,447928
"Twitter",?,?,447826
"Shiddat",?,?,447554
"Scream (2022 film)",?,?,447077
"Urban Meyer",?,?,446897
"John Wayne Gacy",?,?,446719
"What We Do in the Shadows (TV series)",?,?,445917
"Zoë Kravitz",?,?,444573
"Mike Flanagan (filmmaker)",?,?,444441
"Geno Smith",?,?,444199
"R. Kelly",?,?,443748
"BF",?,?,443159
"Colin Kaepernick",?,?,442437
"Hilaria Baldwin",?,?,440823
"Chris Martin",?,?,439766
"Selma Blair",?,?,439077
"List of states and territories of the United States",?,?,438948
"Lee Byung-hun",?,?,438706
"Love Story (2021 film)",?,?,438329
"Non-fungible token",?,?,438246
"List of most-followed Instagram accounts",?,?,437419
"Judi Dench",?,?,437240
"Owen Wilson",?,?,436313
"English Wikipedia",?,?,436058
"2020 United States presidential election",?,?,435092
"The Guilty (2018 film)",?,?,434918
"John Lennon",?,?,434428
"Michael Jordan",?,?,434353
"English language",?,?,434188
"Burj Khalifa",?,?,432406
"XXX: State of the Union",?,?,431964
"JoJo Siwa",?,?,430925
"List of countries by GDP (nominal)",?,?,430621
"Roger Moore",?,?,430357
"Ted Bundy",?,?,429440
"Gillian Anderson",?,?,429429
"Lady Gaga",?,?,429319
"UFC Fight Night: Costa vs. Vettori",?,?,429047
"Wes Anderson",?,?,428707
"Gordon Ramsay",?,?,427746
"FC Barcelona",?,?,427526
"UEFA Nations League",?,?,427087
"Peter Scolari",?,?,426910
"Portrayal of James Bond in film",?,?,426664
"Virat Kohli",?,?,426444
"Pablo Escobar",?,?,426343
"Chennai Super Kings",?,?,426262
"Trevon Diggs",?,?,426260
"Greg Wise",?,?,426109
"Dune Messiah",?,?,425896
"Kyle Beach",?,?,424568
"Olivia Rodrigo",?,?,424012
"List of The Sopranos characters",?,?,423478
"Kate Beckinsale",?,?,422948
"IP address blocking",?,?,422938
"Gemma Chan",?,?,422831
"Apple Inc.",?,?,422823
"Air India",?,?,422638
"William Shakespeare",?,?,422425
"Meg Johnson",?,?,420894
"Reginald Dyer",?,?,420517
"Snoop Dogg",?,?,420192
"The Nightmare Before Christmas",?,?,420048
"Rich Paul",?,?,419357
"MS Dhoni",?,?,419348
"Lewis Hamilton",?,?,418484
"E-commerce",?,?,417731
"Taika Waititi",?,?,417156
"Emma Watson",?,?,416867
"Arnold Schwarzenegger",?,?,416404
"France",?,?,416348
"List of most-viewed YouTube videos",?,?,415885
"Vin Diesel",?,?,415279
"Cary Joji Fukunaga",?,?,414928
"United Arab Emirates",?,?,414628
"Han So-hee",?,?,414494
"Turkey",?,?,413478
"Game of Thrones",?,?,413351
"Camila Cabello",?,?,413291
"Emma Thompson",?,?,413044
"Heath Ledger",?,?,412878
"Hamish Linklater",?,?,412751
"George VI",?,?,412664
"The Forgotten Battle",?,?,412290
"Namibia",?,?,412183
"Black Adam",?,?,410948
"Inside Job (2021 TV series)",?,?,410056
"Bill Gates",?,?,409743
"Halsey (singer)",?,?,406843
"Dwight D. Eisenhower",?,?,406443
"David Bowie",?,?,405959
"Harry Potter (film series)",?,?,405872
"House of the Dragon",?,?,405809
"Deontay Wilder vs. Tyson Fury",?,?,405748
"CSI: Vegas",?,?,404202
"Rajasthan",?,?,403997
"England",?,?,403317
"Chehre",?,?,403083
"Sean Taylor",?,?,403031
"Shaquille O'Neal",?,?,401918
"Cryptocurrency",?,?,401663
"Abdulrazak Gurnah",?,?,401365
"Kristen Stewart",?,?,401291
"Vishal Kotian",?,?,401021
"Chelsea F.C.",?,?,400813
"Julia Louis-Dreyfus",?,?,400051
"Lucy Boynton",?,?,399746
"2022 AFC U-23 Asian Cup qualification",?,?,399112
"Beetlejuice",?,?,398922
"Liverpool F.C.",?,?,398901
"Joaquin Phoenix",?,?,397741
"Sameer Wankhede",?,?,397337
"After We Fell",?,?,396975
"Muhammad",?,?,396611
"Paul Atreides",?,?,396242
"Prince Philip, Duke of Edinburgh",?,?,395761
"You (season 1)",?,?,395570
"Jack Black",?,?,395569
"Ghostbusters: Afterlife",?,?,395533
"Kyrie Irving",?,?,395446
"Robert Pattinson",?,?,395287
"Vicky Kaushal",?,?,394625
"Dave Grohl",?,?,394452
"Stellan Skarsgård",?,?,393280
"Metroid Dread",?,?,392764
"Demon Slayer: Kimetsu no Yaiba",?,?,392636
"Harry Potter",?,?,392500
"The Haunting of Hill House (TV series)",?,?,392031
"Google Drive",?,?,391985
"List of UFC events",?,?,391051
"Dopesick (miniseries)",?,?,390982
"Kylie Jenner",?,?,390741
"Veryovkina Cave",?,?,390590
"Candidates in the 2022 Philippine presidential election",?,?,390156
"Friday the 13th (franchise)",?,?,389781
"UEFA Champions League",?,?,389722
"Domino Kirke",?,?,389349
"Ballon d'Or",?,?,389020
"Madhya Pradesh",?,?,388721
"Soviet Union",?,?,388274
"States and union territories of India",?,?,387414
"House of Gucci",?,?,385856
"UFC 268",?,?,384746
"The Rocky Horror Picture Show",?,?,384661
"Drew Barrymore",?,?,384614
"Lee Yoo-mi",?,?,384134
"Blake Lively",?,?,383207
"Diwali",?,?,382650
"Octavio Ocaña",?,?,382336
"Paul Buchheit",?,?,382319
"Brian Austin Green",?,?,382163
"Dear Evan Hansen",?,?,381810
"Nick Robinson (American actor)",?,?,381716
"TikTok",?,?,381406
"Night Teeth",?,?,381231
"VPN service",?,?,381226
"Demi Lovato",?,?,380828
"Scott Speedman",?,?,380631
"HTTP cookie",?,?,379875
"Google Maps",?,?,379544
"Winston Churchill",?,?,378877
"Naomie Harris",?,?,378711
"Macaulay Culkin",?,?,378618
"Killing of David Amess",?,?,378326
"Tupac Shakur",?,?,377610
"South Africa",?,?,377426
"Wladimir Klitschko",?,?,376849
"RuPaul's Drag Race UK (series 3)",?,?,376411
"Shin Min-a",?,?,375842
"Sylvester Stallone",?,?,375610
"Lashana Lynch",?,?,375435
"The Blacklist (TV series)",?,?,375376
"Abraham Lincoln",?,?,374613
"Malignant (2021 film)",?,?,374318
"Netherlands",?,?,373478
"Katie Amess",?,?,372698
"Samhain",?,?,372131
"Tom Hanks",?,?,371988
"Tejasswi Prakash",?,?,370981
"Jessica Chastain",?,?,370463
"Duane Chapman",?,?,370271
"Windows 10 version history",?,?,369837
"List of most-subscribed YouTube channels",?,?,369536
"Helena Bonham Carter",?,?,369037
"Bangladesh",?,?,368421
"Greta Thunberg",?,?,367759
"The Good Doctor (TV series)",?,?,366616
"Index.html",?,?,366005
"Aaliyah",?,?,365974
"Chief executive officer",?,?,365957
"Jennifer Lawrence",?,?,365807
"Raymond Ablack",?,?,365653
"Kyler Murray",?,?,365253
"Zlatan Ibrahimović",?,?,364635
"Stanley Tucci",?,?,364551
"Prince (musician)",?,?,364419
"Simon Monjack",?,?,364286
"Napoleon",?,?,364258
"Steven Van Zandt",?,?,364103
"Linux",?,?,363532
"NCIS (TV series)",?,?,363043
"Cassandra Peterson",?,?,362276
"2021 Sudirman Cup",?,?,361972
"Glover Teixeira",?,?,361684
"Knives Out",?,?,361561
"Kobe Bryant",?,?,361559
"Edward VIII",?,?,360887
"Paul McCartney",?,?,360829
"Single-player",?,?,359942
"Eternals (comics)",?,?,359375
"Helena Modjeska",?,?,359355
"Antonio Conte",?,?,359132
"See (TV series)",?,?,359112
"Asa Butterfield",?,?,358800
"Noel Fielding",?,?,358783
"2022 Philippine presidential election",?,?,358773
"The Wheel of Time",?,?,358014
"A Nightmare on Elm Street",?,?,356524
"Periodic table",?,?,355842
"Strictly Come Dancing",?,?,355399
"Reese Witherspoon",?,?,355222
"Seven deadly sins",?,?,355213
"Indonesia",?,?,355167
"Chernobyl disaster",?,?,355080
"Ralph Fiennes",?,?,354998
"Caitlyn Jenner",?,?,354858
"The Great British Bake Off",?,?,353829
"Titans (season 3)",?,?,353296
"Jacques Le Gris",?,?,352998
"The Green Knight (film)",?,?,352806
"Rashmi Rocket",?,?,352682
"Michael Gandolfini",?,?,352357
"Alexander the Great",?,?,351897
"Derrick Henry",?,?,351881
"Judy Garland",?,?,351315
"Emma Mackey",?,?,351234
"Raghavendra Rajkumar",?,?,351014
"Margot Robbie",?,?,350765
"Undefined",?,?,350220
"Murder of Sarah Everard",?,?,350144
"The Masked Singer (American season 6)",?,?,349611
"Stephen Baldwin",?,?,349329
"The Suicide Squad (film)",?,?,349328
"Nikola Tesla",?,?,348973
"Jack Nicholson",?,?,348563
"Ivermectin",?,?,348350
"Gladys Berejiklian",?,?,348295
"List of presidents of the United States",?,?,348164
"Michael Caine",?,?,347697
"Mac Miller",?,?,347658
"Gwyneth Paltrow",?,?,347434
"Jordan Belfort",?,?,347373
"Jennifer Lopez",?,?,347317
"Europe",?,?,347010
"Sundar Pichai",?,?,346986
"Italy",?,?,346892
"Jimmy Carter",?,?,346884
"Once Upon a Time in Hollywood",?,?,346531
"New Zealand",?,?,346359
"Los Angeles",?,?,346121
"Pete Davidson",?,?,345970
"Expo 2020",?,?,345930
"2021 German federal election",?,?,345717
"Parvathamma Rajkumar",?,?,345565
"Richard Madden",?,?,344599
"John Belushi",?,?,344506
"John Cena",?,?,344449
"Downton Abbey",?,?,344384
"Kranti Redkar",?,?,344252
"Kieran Culkin",?,?,343882
"Sivaji Ganesan",?,?,343874
"WWE Crown Jewel",?,?,343503
"Peter Sarsgaard",?,?,342551
"Timothy Dalton",?,?,342320
"Mark Wahlberg",?,?,341944
"Vladimir Putin",?,?,341868
"North America",?,?,341625
"Microsoft",?,?,341473
"Erling Haaland",?,?,341408
"Ottoman Empire",?,?,341297
"Brian Cox (actor)",?,?,340744
"Robert Downey Jr.",?,?,340302
"Eva Green",?,?,340202
"September 11 attacks",?,?,340171
"SmartBear",?,?,339967
"Priyanka Arul Mohan",?,?,339849
"Tim Burton",?,?,339677
"Lucifer (TV series)",?,?,339294
"Kris Jenner",?,?,339247
"Bene Gesserit",?,?,339220
"Rakesh Jhunjhunwala",?,?,339130
"Frank Sinatra",?,?,339124
"Dave Bautista",?,?,338374
"Cowboy Bebop",?,?,337921
"Kanō Jigorō",?,?,337591
"The Voice (American season 21)",?,?,337424
"Ronald Reagan",?,?,337230
"Joseph Stalin",?,?,336953
"Narco-submarine",?,?,336878
"Video on demand",?,?,336585
"Python (programming language)",?,?,336449
"Turkish Radio and Television Corporation",?,?,336347
"Another Life (2019 TV series)",?,?,336324
"Minecraft",?,?,336056
"Nelson Mandela",?,?,335746
"Saudi Arabia",?,?,335745
"Zach Gilford",?,?,335571
"La Brea (TV series)",?,?,335525
"F9 (film)",?,?,335436
"2022 ICC Men's T20 World Cup",?,?,335351
"The Conjuring",?,?,335245
"Mohammed bin Salman",?,?,335143
"Cloud computing",?,?,335008
"Titane (film)",?,?,334811
"Billions (TV series)",?,?,334492
"Franklin D. Roosevelt",?,?,334321
"Kai Widdrington",?,?,334154
"Titanic (1997 film)",?,?,334128
"Army of the Dead",?,?,333802
"Invasion (2021 TV series)",?,?,333536
"XVideos",?,?,332868
"Kyle Richards",?,?,332744
"Drake (musician)",?,?,332744
"Manchester City F.C.",?,?,332521
"Pornhub",?,?,332253
"Will Smith",?,?,332189
"List of highest-grossing films",?,?,332162
"Kurt Cobain",?,?,331975
"Larry David",?,?,331559
"Greek alphabet",?,?,331392
"Juno Temple",?,?,331214
"Parasite (2019 film)",?,?,330742
"Kim Basinger",?,?,330643
"Single-player video game",?,?,330333
"Xi Jinping",?,?,329842
"Laurie Strode",?,?,329716
"Nick Saban",?,?,329573
"George Washington",?,?,329315
"Courteney Cox",?,?,328795
"Ferdinand Marcos",?,?,328617
"Kerala",?,?,328548
"The Rolling Stones",?,?,328418
"Rowan Atkinson",?,?,328360
"Artificial intelligence",?,?,328145
"Otto Wichterle",?,?,327863
"Tesla, Inc.",?,?,327238
"The Crow (1994 film)",?,?,327174
"Michael Richards",?,?,327065
"Boris Johnson",?,?,326965
"Taj Mahal",?,?,326617
"Walt Disney",?,?,326609
"Nicole Kidman",?,?,326565
"Spain",?,?,326243
"Sarah Paulson",?,?,326007
"O. J. Simpson",?,?,325965
"Pirates of the Caribbean (film series)",?,?,325826
"George V",?,?,325769
"Mariah Carey",?,?,323333
"Winona Ryder",?,?,323200
"Khabib Nurmagomedov",?,?,322466
"Candyman (2021 film)",?,?,322380
"Kristin Chenoweth",?,?,321954
"1989 Tiananmen Square protests and massacre",?,?,321603
"Jesus",?,?,321342
"Adam Warlock",?,?,321030
"Vincent van Gogh",?,?,321029
"Multiplayer",?,?,320906
"Brett Goldstein",?,?,320882
"Lennox Lewis",?,?,320751
"2021 Indian Premier League",?,?,320471
"Kate Winslet",?,?,320466
"Mark Harmon",?,?,320334
"Megan Thee Stallion",?,?,320221
"Marlon Brando",?,?,320157
"Switzerland",?,?,320083
"Tata Group",?,?,319780
"Margaret Thatcher",?,?,319744
"Leni Robredo",?,?,319657
"Adam Driver",?,?,319609
"Richard Nixon",?,?,319401
"Gladiator (2000 film)",?,?,319235
"The Shining (film)",?,?,319112
"Vesper Lynd",?,?,319080
"Mimi Keene",?,?,318961
"Janet Leigh",?,?,318836
"Denzel Washington",?,?,318804
"Robert De Niro",?,?,318376
"Indira Gandhi",?,?,318290
"Mexico",?,?,318199
"Che Guevara",?,?,318033
"U.S. state",?,?,317748
"Princess Margaret, Countess of Snowdon",?,?,317683
"List of United States cities by population",?,?,317386
"Joe Rogan",?,?,317095
"Insulate Britain protests",?,?,316993
"Elizabeth Holmes",?,?,316992
"Nicolas Cage",?,?,316913
"Global warming",?,?,316596
"Colin Jost",?,?,316412
"American Crime Story",?,?,315979
"Pussy",?,?,315649
"Mick Jagger",?,?,315487
"Resident Evil: Welcome to Raccoon City",?,?,315426
"Joker (2019 film)",?,?,314863
"Interstellar (film)",?,?,314811
"Kim Jong-un",?,?,314746
"Vietnam War",?,?,314610
"Neymar",?,?,314551
"Stevin Smith",?,?,314451
"Millennials",?,?,314428
"Halloween (2007 film)",?,?,314332
"American Civil War",?,?,314328
"Henry Cavill",?,?,314317
"Elizabeth Lail",?,?,313852
"Baldwin family",?,?,312904
"Alexander Hamilton",?,?,312609
"Khamzat Chimaev",?,?,312520
"The Weeknd",?,?,312347
"Samir Nasri",?,?,312156
"Mr. Olympia",?,?,311845
"Riley Keough",?,?,311761
"Lisa Bonet",?,?,311726
"Solar System",?,?,311624
"Rihanna",?,?,311606
"Squid (game)",?,?,311388
"Nigeria",?,?,311375
"Awkwafina",?,?,311349
"Lisa (rapper)",?,?,310762
"Mia Khalifa",?,?,310598
"Chadwick Boseman",?,?,310471
"Wikimedia Foundation",?,?,310435
"Windows",?,?,310162
"Gauri Khan",?,?,310070
"List of serial killers by number of victims",?,?,310041
"Israel",?,?,309979
"Michaela McManus",?,?,309521
"Vera Farmiga",?,?,309490
"Giancarlo Esposito",?,?,309471
"Streaming media",?,?,309438
