Page,Edits,Editors,Views
"Death of Breonna Taylor",?,?,640161
"Horace Grant",?,?,639517
"Outlander (TV series)",?,?,637711
"Donald Glover",?,?,636151
"List of highest-grossing films",?,?,635945
"Netflix",?,?,635596
"Jerry Sloan",?,?,633056
"Eid al-Fitr",?,?,632591
"New York City",?,?,629523
"Dangerous Lies (2020 film)",?,?,628137
"John F. Kennedy",?,?,627800
"Dakota Johnson",?,?,626446
"Pornhub",?,?,625943
"Michael Flynn",?,?,625266
"Tom Hardy",?,?,622439
"Bruce Lee",?,?,622175
"Raj Kapoor",?,?,620250
"Black Death",?,?,619846
"Wikipedia",?,?,619158
"Julia Garner",?,?,617076
"The Midnight Gospel",?,?,615441
"Harry Potter (film series)",?,?,614455
"Karen (slang)",?,?,613625
"Albert Einstein",?,?,613475
"Mark Zuckerberg",?,?,613472
"Hong Kong flu",?,?,612452
"Princess Margaret, Countess of Snowdon",?,?,612449
"2019–20 coronavirus pandemic by country and territory",?,?,612399
"Vietnam War",?,?,612288
"Ted Bundy",?,?,611988
"Chernobyl disaster",?,?,611469
"Dua Lipa",?,?,609646
"Vin Diesel",?,?,605747
"Canada",?,?,605702
"Carrie Fisher",?,?,603375
"The Invisible Man (2020 film)",?,?,603077
"Mia Khalifa",?,?,599385
"Kandi Burruss",?,?,597513
"Memorial Day",?,?,596659
"Michelle Obama",?,?,596252
"Angelina Jolie",?,?,595881
"Assassin's Creed",?,?,595845
"Chuck Norris",?,?,594991
"Abraham Lincoln",?,?,594848
"2020 United States presidential election",?,?,591252
"Fast & Furious",?,?,590866
"Australia",?,?,589323
"Phyllis George",?,?,588844
"Dark (TV series)",?,?,588101
"Steve Jobs",?,?,586795
"David Corenswet",?,?,586642
"Garry Marshall",?,?,586199
"Arnold Schwarzenegger",?,?,585562
"Google",?,?,585439
"Breaking Bad",?,?,584320
"Marvel Cinematic Universe",?,?,584041
"Tupac Shakur",?,?,582931
"Isiah Thomas",?,?,581132
"Kawasaki disease",?,?,580771
"Marilyn Monroe",?,?,579408
"PlayerUnknown's Battlegrounds",?,?,578996
"Betty Broderick",?,?,577949
"Zayn Malik",?,?,576892
"Rick and Morty (season 4)",?,?,576430
"Amber Heard",?,?,576124
"Battle of Hayes Pond",?,?,575872
"Ottoman Empire",?,?,574793
"Null",?,?,574407
"Kareem Abdul-Jabbar",?,?,574386
"Crisis on Infinite Earths (Arrowverse)",?,?,573812
"Kim Kardashian",?,?,573678
"Jodie Comer",?,?,573051
"Elvis Presley",?,?,572189
"90 Day Fiancé",?,?,572153
"Lele Pons",?,?,571435
"Rashida Jones",?,?,570170
"Mindy Kaling",?,?,569046
"Russia",?,?,567114
"Vera Wang",?,?,566360
"Sean Gilmartin",?,?,565832
"Darren Criss",?,?,565217
"Prince Philip, Duke of Edinburgh",?,?,564264
"Jerry Seinfeld",?,?,563774
"Macaulay Culkin",?,?,563618
"Unorthodox (miniseries)",?,?,561615
"Henry VIII of England",?,?,560546
"Zoom Video Communications",?,?,560405
"Don Shula",?,?,560151
"Gangs of London (TV series)",?,?,560137
"Bloodshot (film)",?,?,559845
"Charles Manson",?,?,559671
"Katy Perry",?,?,559619
"Edward VIII",?,?,558645
"The Wachowskis",?,?,558160
"JoJo Siwa",?,?,558113
"Justin Bieber",?,?,556446
"The Undertaker",?,?,554355
"Malang (film)",?,?,553610
"James Marsden",?,?,553044
"Francis Ngannou",?,?,552384
"Lance Armstrong",?,?,551519
"Tony Ferguson",?,?,549679
"XXXTentacion",?,?,549486
"Tom Hanks",?,?,549023
"Ricky Gervais",?,?,549014
"Martin Luther King Jr.",?,?,547645
"Joe Rogan",?,?,544991
"Jason Bateman",?,?,544947
"1917 (2019 film)",?,?,541390
"WhatsApp",?,?,540966
"List of mobile phone brands by country",?,?,540350
"Jeffrey Jordan",?,?,538739
"Ruby Ridge",?,?,538487
"Adele",?,?,537551
"Minneapolis",?,?,537381
"Waco (miniseries)",?,?,537252
"Robert Downey Jr.",?,?,537072
"Riverdale (2017 TV series)",?,?,535770
"Alison Brie",?,?,535257
"Ranbir Kapoor",?,?,534730
"COVID-19 pandemic lockdown in India",?,?,534309
"Brooklyn Nine-Nine",?,?,531361
"RMS Titanic",?,?,530758
"Adam Sandler",?,?,530534
"MasterChef Australia (series 12)",?,?,528507
"Ku Klux Klan",?,?,527367
"2016 United States presidential election",?,?,527141
"Anne Hathaway",?,?,526233
"Singapore",?,?,526214
"Taika Waititi",?,?,525461
"Ted Kaczynski",?,?,525020
"Ryan Reynolds",?,?,523721
"Joseph Stalin",?,?,520604
"Seven deadly sins",?,?,519295
"Taylor Swift",?,?,518514
"Ken Osmond",?,?,516883
"Will Smith",?,?,516355
"Thappad",?,?,516194
"COVID-19 pandemic in Italy",?,?,515413
"OnlyFans",?,?,515271
"Prince (musician)",?,?,514040
"Heath Ledger",?,?,513965
"Jeremy Renner",?,?,513930
"Alexander Dreymon",?,?,513693
"Tom Selleck",?,?,511966
"Eminem",?,?,511812
"Betty White",?,?,510609
"Game of Thrones",?,?,509998
"Conor McGregor",?,?,509254
"Henry Cejudo",?,?,509207
"List of most-followed TikTok accounts",?,?,509004
"Crash Landing on You",?,?,508722
"Nirmala Sitharaman",?,?,508390
"Black hole",?,?,507879
"Japan",?,?,507776
"Zooey Deschanel",?,?,507240
"Mary, Queen of Scots",?,?,506713
"Mila Kunis",?,?,506671
"Rashmika Mandanna",?,?,505995
"Pete Davidson",?,?,505869
"Midsommar (film)",?,?,505594
"Ronald Reagan",?,?,504062
"Ana de Armas",?,?,503952
"Madonna (entertainer)",?,?,503616
"Andre Harrell",?,?,502959
"List of Bollywood films of 2020",?,?,502355
"Charli D'Amelio",?,?,501909
"Cameron Boyce",?,?,499750
"How to Get Away with Murder",?,?,499065
"Myrtle Corbin",?,?,498920
"List of NBA players with most championships",?,?,497704
"COVID-19 testing",?,?,497247
"American Civil War",?,?,496715
"UFC on ESPN: Overeem vs. Harris",?,?,496676
"Billions (TV series)",?,?,496369
"Stephen Hawking",?,?,495965
"Barry Zito",?,?,495659
"Warren Buffett",?,?,495137
"Jason Momoa",?,?,494241
"Dan Levy (Canadian actor)",?,?,494195
"Quentin Tarantino",?,?,493041
"Neetu Singh",?,?,493002
"Malcolm X",?,?,492459
"Jacinda Ardern",?,?,492239
"Modern Family",?,?,491896
"Elle Fanning",?,?,490663
"Edward the Elder",?,?,490262
"Reese Witherspoon",?,?,489722
"Minecraft",?,?,489670
"List of most-subscribed YouTube channels",?,?,489338
"Nick Jonas",?,?,489056
"Charles, Prince of Wales",?,?,489026
"Natalie Portman",?,?,487018
"Matt Damon",?,?,486604
"September 11 attacks",?,?,486573
"Crew Dragon Demo-2",?,?,486180
"Israel",?,?,485184
"Mark Wahlberg",?,?,484402
"States and union territories of India",?,?,484054
"John and Lorena Bobbitt",?,?,482930
"New Zealand",?,?,482802
"Robin Williams",?,?,481829
"John Krasinski",?,?,481254
"Lana Del Rey",?,?,480905
"Sylvester Stallone",?,?,480816
"Ramadan",?,?,480595
"Tilda Swinton",?,?,480383
"U.S. state",?,?,479917
"Snoop Dogg",?,?,479833
"The 100 (TV series)",?,?,479760
"Machine Gun Kelly (musician)",?,?,479020
"Soviet Union",?,?,478988
"Westworld (season 3)",?,?,478339
"Bob Dylan",?,?,478022
"George V",?,?,477731
"Tiger King",?,?,477599
"Reggie Miller",?,?,477410
"The Office (American TV series)",?,?,477401
"List of most-followed Instagram accounts",?,?,477198
"Roman Polanski",?,?,475157
"Phil Hartman",?,?,474720
"Dunning–Kruger effect",?,?,473501
"Birds of Prey (2020 film)",?,?,473236
"Drake (musician)",?,?,472983
"List of countries by GDP (nominal)",?,?,471774
"Patrick Ewing",?,?,470377
"Emma Watson",?,?,470293
"Jason Statham",?,?,469994
"Better Call Saul",?,?,469274
"The Beatles",?,?,469162
"Tesla, Inc.",?,?,469003
"Amitabh Bachchan",?,?,468985
"Lionel Messi",?,?,468913
"Stargirl (TV series)",?,?,468899
"Amazon (company)",?,?,468892
"The Legend of Korra",?,?,468839
"Audrey Hepburn",?,?,468712
"Gretchen Whitmer",?,?,467823
"Marcus Jordan",?,?,467777
"Alia Bhatt",?,?,467771
"Germany",?,?,464789
"Elizabeth Olsen",?,?,461726
"Pizzagate conspiracy theory",?,?,461193
"Diana, Princess of Wales",?,?,459844
"List of Rick and Morty episodes",?,?,459767
"Cleopatra",?,?,459439
"List of Star Wars: The Clone Wars episodes",?,?,458128
"George Soros",?,?,457404
"Narendra Modi",?,?,456961
"Grey's Anatomy",?,?,456906
"Paul Walker",?,?,456867
"List of most-liked YouTube videos",?,?,455884
"Christopher Nolan",?,?,455540
"Doordarshan",?,?,455499
"Luke Perry",?,?,455461
"Khabib Nurmagomedov",?,?,455427
"David Bowie",?,?,455253
"Jennifer Connelly",?,?,454945
"Shah Rukh Khan",?,?,454438
"Hospital Playlist",?,?,454330
"Laura Haddock",?,?,454159
"Star Wars: The Clone Wars (2008 TV series)",?,?,453773
"Grand Theft Auto V",?,?,453243
"Judy Garland",?,?,453103
"Pakistan",?,?,452720
"Friends",?,?,452661
"Wiki",?,?,452646
"John Wayne",?,?,452198
"Fantasy Island (film)",?,?,451811
"COVID-19 pandemic in Brazil",?,?,451731
"Contagion (2011 film)",?,?,450973
"Bad Education (2019 film)",?,?,450972
"Instagram",?,?,450643
"Lucifer (TV series)",?,?,450283
"California",?,?,449922
"Medici (TV series)",?,?,449827
"Travis Scott",?,?,449812
"Al Pacino",?,?,449445
"Margot Robbie",?,?,448662
"Nancy Pelosi",?,?,448426
"Becky Lynch",?,?,448415
"Justice League (film)",?,?,448368
"Ben Affleck",?,?,447987
"DC Universe Animated Original Movies",?,?,447878
"BTS",?,?,447755
"O. J. Simpson",?,?,445939
"Gloria Vanderbilt",?,?,445892
"Julia Roberts",?,?,445837
"Knives Out",?,?,445460
"Mahatma Gandhi",?,?,445304
"Robert De Niro",?,?,444707
"Branch Davidians",?,?,444652
"Britney Spears",?,?,444493
"Ashley Olsen",?,?,443365
"Vivien Leigh",?,?,442864
"Capone (2020 film)",?,?,442783
"Dragon 2",?,?,442499
"After Life (TV series)",?,?,442180
"Stranger Things",?,?,442008
"Blake Lively",?,?,441807
"George W. Bush",?,?,441413
"Caitlyn Jenner",?,?,441142
"Apple Inc.",?,?,441020
"List of UFC events",?,?,440852
"Jennifer Lawrence",?,?,440652
"Turkey",?,?,439925
"Elizabeth I of England",?,?,439808
"Nicolas Cage",?,?,437672
"Harry Potter",?,?,437337
"Demon Slayer: Kimetsu no Yaiba",?,?,436165
"The Masked Singer (American TV series)",?,?,435995
"John Lennon",?,?,435889
"Ken Miles",?,?,435885
"Ashton Kutcher",?,?,435709
"The Handmaid's Tale (TV series)",?,?,434620
"Beyoncé",?,?,434518
"List of religious populations",?,?,434381
"The Weeknd",?,?,434344
"John Stockton",?,?,434047
"Wilt Chamberlain",?,?,433983
"Katie Waldman",?,?,433737
"Robert Pattinson",?,?,433350
"Steve Carell",?,?,432453
"Bob Marley",?,?,431257
"Shooting of Philando Castile",?,?,431098
"Genghis Khan",?,?,430926
"Norma McCorvey",?,?,429506
"Sarah Rector",?,?,429318
"Harrison Ford",?,?,429067
"COVID-19 pandemic in Karnataka",?,?,428862
"Academy Award for Best Picture",?,?,428807
"Phyllis Schlafly",?,?,428500
"David Beckham",?,?,427859
"Emily Blunt",?,?,427630
"Sonu Sood",?,?,427375
"Sofía Vergara",?,?,427218
"Double or Nothing (2020)",?,?,427077
"Stephen Curry",?,?,426706
"Mary Wakefield (journalist)",?,?,426627
"Jim Carrey",?,?,425063
"Christine Taylor",?,?,424751
"Suicide methods",?,?,424311
"Severe acute respiratory syndrome coronavirus 2",?,?,424256
"COVID-19 pandemic in Russia",?,?,423970
"France",?,?,423534
"Google Classroom",?,?,423209
"Backlash (2020)",?,?,423026
"Bow Wow (rapper)",?,?,422994
"Leah Lewis",?,?,422725
"The Blacklist (TV series)",?,?,422300
"Black Widow (2020 film)",?,?,421988
"UFC 250",?,?,421216
"The Last of Us Part II",?,?,420983
"Solar Opposites",?,?,420783
"Scott Burrell",?,?,420634
"Robbie Amell",?,?,420552
"The Big Bang Theory",?,?,419383
"Brooklyn",?,?,419323
"Michael J. Fox",?,?,419123
"Titanic (1997 film)",?,?,418798
"Kristen Stewart",?,?,418685
"George Floyd (American football)",?,?,418452
"List of Walt Disney Pictures films",?,?,418185
"Gordon Ramsay",?,?,417733
"Apple Network Server",?,?,417340
"Nikola Tesla",?,?,416553
"Harley Quinn (TV series)",?,?,416272
"COVID-19 pandemic in Uttar Pradesh",?,?,416077
"Chris Pratt",?,?,415726
"PlayStation 5",?,?,414821
"Osman I",?,?,414317
"Peg Entwistle",?,?,414129
"Alexander the Great",?,?,413613
"Kris Jenner",?,?,413279
"John Cena",?,?,412606
"Charlie Sheen",?,?,412251
"Brazil",?,?,411469
"Itaewon Class",?,?,410258
"Hydroxychloroquine",?,?,409933
"Cole Sprouse",?,?,409870
"Andy Allo",?,?,409811
"Salman Khan",?,?,409688
"Dakota Fanning",?,?,409496
"Henry Cavill",?,?,409160
"Solar System",?,?,408994
"Bonnie and Clyde",?,?,408889
"Matthew McConaughey",?,?,408408
"Betty Wright",?,?,408211
"Charlize Theron",?,?,407808
"Natalie Morales (actress)",?,?,406933
"Aaliyah",?,?,406840
"David Spade",?,?,406657
"Kepler's Supernova",?,?,406124
"Dave Bautista",?,?,406015
"South Africa",?,?,405830
"Rihanna",?,?,405591
"Orlando Bloom",?,?,405147
"JoAnna Garcia",?,?,404523
"David Icke",?,?,403780
"Priyanka Chopra",?,?,403409
"Greek alphabet",?,?,402983
"Shia LaBeouf",?,?,402466
"Marlon Brando",?,?,402000
"Pat Tillman",?,?,401351
"William Shakespeare",?,?,401252
"Penny Dreadful: City of Angels",?,?,400588
"Bangladesh",?,?,400516
"Rick Bright",?,?,399398
"Bob Ross",?,?,399277
"May Day",?,?,398423
"Juice Wrld",?,?,398163
"Batwoman (TV series)",?,?,398060
"Theodore Roosevelt",?,?,397698
"Courteney Cox",?,?,397543
"Whitney Houston",?,?,396973
"Chrissy Teigen",?,?,395381
"Joe Scarborough",?,?,395381
"North Korea",?,?,395123
"Kanye West",?,?,394787
"Cyclone Amphan",?,?,394317
"Hailey Baldwin",?,?,394243
"Richard Nixon",?,?,393679
"Assassin's Creed Valhalla",?,?,393253
"Joaquín ""El Chapo"" Guzmán",?,?,393179
"Napoleon",?,?,392968
"Jennifer Lopez",?,?,392166
"Adam Driver",?,?,391541
"Nicole Kidman",?,?,391430
"Homeland (TV series)",?,?,391400
"List of Knowing Bros episodes",?,?,390506
"What We Do in the Shadows (TV series)",?,?,390134
"13 Reasons Why",?,?,389686
"Melania Trump",?,?,389655
"Evan Rachel Wood",?,?,389377
"Back to the Future",?,?,388855
"Muhammad",?,?,388824
"Gavin Newsom",?,?,388668
"George Washington",?,?,388060
"Kate Beckinsale",?,?,388000
"Zoë Kravitz",?,?,387936
"Lee Min-ho (actor)",?,?,387816
"Vikings (2013 TV series)",?,?,387608
"Olivier Sarkozy",?,?,387388
"COVID-19 pandemic in Maharashtra",?,?,387319
"Jojo Rabbit",?,?,387306
"Baaghi 3",?,?,386517
"Jaideep Ahlawat",?,?,386251
"Daniel Radcliffe",?,?,386090
"Tom Brady",?,?,385962
"Race and ethnicity in the United States",?,?,385919
"List of epidemics",?,?,385853
"Philippines",?,?,385670
"Miley Cyrus",?,?,385059
"Future (rapper)",?,?,384903
"NATO phonetic alphabet",?,?,383973
"Samara Weaving",?,?,383638
"Kirby Jenner",?,?,382512
"Maye Musk",?,?,382201
"Chrishell Stause",?,?,382181
"Locust",?,?,381995
"Mel Gibson",?,?,381699
"Cher",?,?,381202
"Lil Dicky",?,?,381016
"The Epoch Times",?,?,380597
"Tomb of the Unknown Soldier (Arlington)",?,?,380473
"Bradley Cooper",?,?,380427
"List of Running Man episodes (2020)",?,?,380111
"Patrick Swayze",?,?,380079
"Liam Hemsworth",?,?,380063
"Prison Break",?,?,379938
"Zendaya",?,?,379913
"Harry Styles",?,?,379857
"The Godfather",?,?,379672
"Parks and Recreation",?,?,379368
"Nelson Mandela",?,?,379356
"5G",?,?,379182
"Catherine O'Hara",?,?,379061
"Harvey Weinstein",?,?,378833
"Randhir Kapoor",?,?,378754
"Jake Gyllenhaal",?,?,378506
"Gene Wilder",?,?,378502
"Krishna",?,?,378394
"Dylan McDermott",?,?,378273
"Æthelstan",?,?,377857
"The Ballad of Songbirds and Snakes",?,?,377631
"Cameron Diaz",?,?,377543
"Jerry Reinsdorf",?,?,377469
"Ruby Rose",?,?,376985
"Mount Everest",?,?,376922
"Kent State shootings",?,?,376873
"Mission: Impossible (film series)",?,?,376738
"George H. W. Bush",?,?,376715
"Al Jazeera",?,?,376440
"Deborah Feldman",?,?,376412
"Val Kilmer",?,?,376364
"Sandra Bullock",?,?,376236
"Chris Kyle",?,?,376102
"American Horror Story",?,?,376003
"Babylonian cuneiform numerals",?,?,375874
"Bill Clinton",?,?,375772
"Interstellar (film)",?,?,375549
"United States military casualties of war",?,?,375506
"Hattie McDaniel",?,?,375450
"Anna May Wong",?,?,375413
"Tom Holland (actor)",?,?,375279
"World War II casualties",?,?,374614
"COVID-19 pandemic in Spain",?,?,374163
"Post Malone",?,?,374069
"HTTP cookie",?,?,373966
"Rachel McAdams",?,?,373949
"Ahmad Rashād",?,?,373817
"Chris Martin",?,?,373721
"House of Medici",?,?,373497
"Golshifteh Farahani",?,?,372962
"2020 coronavirus pandemic in Punjab, India",?,?,372592
"COVID-19 pandemic in Germany",?,?,372481
"J. K. Rowling",?,?,372079
"Millennials",?,?,372063
"Christian Bale",?,?,371964
"Ken Jeong",?,?,370906
"Jimmy Carter",?,?,370454
"Helena Bonham Carter",?,?,370258
"Shooting of Justine Damond",?,?,370099
"Jamie Lee Curtis",?,?,369959
"Coca-Cola",?,?,369651
"Laura Linney",?,?,369381
"Robert Wagner",?,?,369138
"Akshay Kumar",?,?,369131
"Holland Taylor",?,?,368914
"The Flash (season 6)",?,?,368761
"Eid Mubarak",?,?,368350
"Nicholas Hoult",?,?,368314
"Beetlejuice (entertainer)",?,?,368110
"The Witcher (TV series)",?,?,367813
"Steven Spielberg",?,?,367613
"List of states and territories of the United States by population",?,?,367588
"Twitter",?,?,367511
"Rashid Buttar",?,?,367285
"Indonesia",?,?,366920
"Underwater (film)",?,?,366905
"Frank Sinatra",?,?,366161
"Gal Gadot",?,?,366119
"Taj Mahal",?,?,365802
"Hyun Bin",?,?,365656
"Jim Parsons",?,?,365437
"Netherlands",?,?,365092
"UFC Fight Night: Smith vs. Teixeira",?,?,365066
"Atomic bombings of Hiroshima and Nagasaki",?,?,364840
"Sean Connery",?,?,364814
"Ragnar Lodbrok",?,?,364547
"Amy Winehouse",?,?,363955
"Cardi B",?,?,363794
"Mrs. America (miniseries)",?,?,363412
"List of American films of 2020",?,?,363217
"Nepal",?,?,363188
"Forrest Gump",?,?,363148
"2 Girls 1 Cup",?,?,363003
"Inception",?,?,362811
"2009 swine flu pandemic",?,?,362306
"Los Angeles Lakers",?,?,362285
"President of the United States",?,?,362221
"Julius Caesar",?,?,361949
"Pierce Brosnan",?,?,361761
"Florence Nightingale",?,?,361713
"Stephen Baldwin",?,?,361506
