Page,Edits,Editors,Views
"Celine Dion",?,?,598637
"Netflix",?,?,597275
"Puss in Boots: The Last Wish",?,?,597048
"Stormy Daniels",?,?,594989
"Camila Morrone",?,?,593471
"Kepler's Supernova",?,?,589046
"Yellowstone (American TV series)",?,?,587364
"Suki Waterhouse",?,?,586719
"Paula Yates",?,?,586036
"Emily Ratajkowski",?,?,585996
"Marilyn Monroe",?,?,585290
"Outer Banks (TV series)",?,?,584869
"Marcel Marceau",?,?,584764
"Brad Pitt",?,?,584058
"Shah Rukh Khan",?,?,583687
"Colin Farrell",?,?,583253
"List of Hindi films of 2023",?,?,582615
"Steve Howey (actor)",?,?,582215
"2022–23 UEFA Champions League",?,?,581971
"Shazam! (film)",?,?,581258
"Leon Edwards",?,?,579661
"Fernando Alonso",?,?,579614
"Lana Del Rey",?,?,577128
"Zayn Malik",?,?,575487
"Ballerina (upcoming film)",?,?,574985
"Albert DeSalvo",?,?,573247
"Indian Super League",?,?,572244
"Angelina Jolie",?,?,571479
"Liverpool F.C.",?,?,571024
"Carlo Masi",?,?,569572
"Real Madrid CF",?,?,568907
"Madelyn Cline",?,?,567921
"2023 Turkey–Syria earthquake",?,?,566867
"Voice of Vietnam",?,?,566719
"Artificial intelligence",?,?,566455
"Penn Badgley",?,?,565699
"List of largest banks in the United States",?,?,564953
"Val Kilmer",?,?,564200
"X (2022 film)",?,?,563906
"The Super Mario Bros. Movie",?,?,563693
"1923 (TV series)",?,?,562076
"Black Panther: Wakanda Forever",?,?,561713
"Gabriel Basso",?,?,560611
"Charlbi Dean",?,?,558671
"Clint Eastwood",?,?,558250
"Flipkart",?,?,556783
"Salma Hayek",?,?,556446
"Rick Pitino",?,?,555336
"Pakistan",?,?,554571
"Manchester City F.C.",?,?,553705
"Priyanka Chopra",?,?,553585
"Zlatan Ibrahimović",?,?,553387
"Google Maps",?,?,553050
"2022 FIFA World Cup",?,?,552579
"Muhammad Ali",?,?,552180
"All Quiet on the Western Front",?,?,552107
"Arsenal F.C.",?,?,551740
"Will Smith",?,?,551734
"Barack Obama",?,?,551395
"Common raccoon dog",?,?,550728
"Whitney Houston",?,?,550459
"Lewis Hamilton",?,?,550413
"Avril Lavigne",?,?,550366
"Albert Einstein",?,?,550362
"Eminem",?,?,550086
"Brink's-Mat robbery",?,?,550063
"Pornhub",?,?,548755
"Wiki",?,?,548514
"Russo-Ukrainian War",?,?,547304
"Rupert Murdoch",?,?,546696
"Cocaine Bear (bear)",?,?,544490
"Resident Evil 4 (2023 video game)",?,?,543537
"Philip Berk",?,?,542340
"Germany",?,?,542098
"Lars Nootbaar",?,?,541930
"Ram Charan",?,?,541472
"Dada (2023 film)",?,?,540769
"English language",?,?,540675
"BBC World Service",?,?,540628
"Cat",?,?,540606
"Jane Fonda",?,?,539654
"Ukraine",?,?,539031
"Google AdSense",?,?,538808
"Gary Rossington",?,?,538776
"Natasha Lyonne",?,?,538110
"List of states and territories of the United States",?,?,537633
"Chelsea F.C.",?,?,537423
"The Unbearable Weight of Massive Talent",?,?,536393
"Jahangir",?,?,534896
"Murder of Abby Choi",?,?,534827
"IOS",?,?,534263
"Dasara (film)",?,?,533851
"Ben Affleck",?,?,533469
"Justine Siegemund",?,?,532202
"Bholaa",?,?,531404
"Babylon (2022 film)",?,?,530764
"Wagner Group",?,?,530567
"Periodic table",?,?,530429
"Blake Lively",?,?,529978
"Mahatma Gandhi",?,?,529415
"Robin Williams",?,?,528080
"Ed Sheeran",?,?,527760
"Zendaya",?,?,526284
"Mother's Day",?,?,524951
"Jeff Cohen (actor)",?,?,524130
"Rishi Sunak",?,?,524125
"Shaquille O'Neal",?,?,523949
"Mount Takahe",?,?,522312
"Turkey",?,?,520432
"Julia Roberts",?,?,520326
"Kobe Bryant",?,?,517787
"John Travolta",?,?,517534
"Ides of March",?,?,517493
"Hannah Waddingham",?,?,516725
"Tupac Shakur",?,?,516529
"MacOS",?,?,515313
"XVideos",?,?,514375
"Vanessa Hudgens",?,?,514061
"Jennifer Connelly",?,?,513194
"Akbar",?,?,512465
"Soviet Union",?,?,510804
"Mike Tyson",?,?,508516
"Bobby Caldwell",?,?,506986
"Jason Sudeikis",?,?,505810
"Luciane Buchanan",?,?,503745
"C++",?,?,502346
"The Fabelmans",?,?,502306
"Kamaru Usman",?,?,502021
"Conor McGregor",?,?,501944
"Marvel Cinematic Universe",?,?,501380
"Tessa Thompson",?,?,500882
"Aaron Rodgers",?,?,500261
"Stipe Miocic",?,?,499968
"Courteney Cox",?,?,498029
"Nicole Kidman",?,?,497745
"Colonel Tom Parker",?,?,497689
"Woke",?,?,497278
"France",?,?,497002
"Farzi",?,?,493700
"Attack on Titan",?,?,492989
"Margot Robbie",?,?,492253
"Zachary Levi",?,?,492234
"Dakota Johnson",?,?,492151
"Morgan Wallen",?,?,492125
"Taiwan",?,?,491921
"Ashton Kutcher",?,?,491833
"General Atomics MQ-9 Reaper",?,?,491278
"Dan Hurley",?,?,490721
"Queen Victoria",?,?,490135
"2023 in film",?,?,489478
"Philippines",?,?,489324
"Knock at the Cabin",?,?,489159
"Bill Skarsgård",?,?,489098
"International Criminal Court",?,?,489082
"Randy Arozarena",?,?,486447
"London",?,?,486268
"Creed II",?,?,484547
"Freddie Mercury",?,?,483832
"Star Trek: Picard (season 3)",?,?,481738
"Tyson Fury",?,?,481199
"Katy Perry",?,?,480095
"Donnie Yen",?,?,480051
"FC Barcelona",?,?,478659
"Generation Z",?,?,476792
"Shakira",?,?,476459
"Stephen Baldwin",?,?,476160
"2023 Pakistan Super League",?,?,475662
"Gene Hackman",?,?,475579
"Harry Kane",?,?,475253
"Malala Yousafzai",?,?,475138
"Jennifer Syme",?,?,474677
"Russell Brand",?,?,473657
"Elizabeth Banks",?,?,473639
"Road House (upcoming film)",?,?,472331
"Deepika Padukone",?,?,472251
"Heath Ledger",?,?,471540
"A Man Called Otto",?,?,471393
"Twitter",?,?,470989
"Cara Delevingne",?,?,470578
"Disappearance of Madeleine McCann",?,?,470244
"Macaulay Culkin",?,?,469694
"Israel",?,?,467812
"Rahul Gandhi",?,?,467042
"Anya Taylor-Joy",?,?,466882
"John F. Kennedy",?,?,466599
"South Park",?,?,465357
"Breaking Bad",?,?,464861
"Argentina national football team",?,?,464062
"Jennifer Lopez",?,?,463661
"Paris Hilton",?,?,463318
"Chris Martin",?,?,463296
"Kanye West",?,?,462291
"Mark Wahlberg",?,?,461090
"Brooke Shields",?,?,458450
"California",?,?,456782
"Joseph Stalin",?,?,456573
"Matthew McConaughey",?,?,455779
"Adam Driver",?,?,454925
"Daniel Radcliffe",?,?,454107
"Emily Blunt",?,?,454027
"Dick Van Dyke",?,?,454026
"Mrs Chatterjee Vs Norway",?,?,453937
"Stephen Curry",?,?,452845
"Kenneth Noye",?,?,452748
"Shrinking (TV series)",?,?,452501
"James Hong",?,?,451915
"List of countries by GDP (nominal)",?,?,451848
"Theo Von",?,?,451252
"FC Bayern Munich",?,?,449982
"FBI Index",?,?,449881
"John Cena",?,?,449732
"Judy Garland",?,?,449606
"The Weeknd",?,?,448995
"Sofia Coppola",?,?,448801
"Drew Barrymore",?,?,448229
"Sarah Polley",?,?,447937
"Max Verstappen",?,?,447841
"Ciryl Gane",?,?,447841
"Titanic",?,?,447792
"C (programming language)",?,?,447778
"Olivia Wilde",?,?,447628
"Kelsea Ballerini",?,?,447348
"September 11 attacks",?,?,446460
"Liam Neeson",?,?,446007
"Hugh Grant",?,?,445877
"2023",?,?,445700
"Georgia (country)",?,?,445647
"Sarah Paulson",?,?,445242
"Steve Jobs",?,?,444832
"Chase Stokes",?,?,444183
"Xi Jinping",?,?,443753
"Johnny Depp",?,?,442941
"Chernobyl disaster",?,?,440092
"Paris Saint-Germain F.C.",?,?,439562
"Rachel Zegler",?,?,439461
"Steak and Blowjob Day",?,?,439030
"Khvicha Kvaratskhelia",?,?,438978
"Khalistan movement",?,?,435706
"Madonna",?,?,435383
"Vietnam War",?,?,435198
"Indonesia",?,?,434701
"Lindsay Lohan",?,?,434462
"I See You (2019 film)",?,?,434230
"Michael Caine",?,?,433492
"Russian invasion of Ukraine (2022–present)",?,?,433430
"Zach Edey",?,?,433406
"England",?,?,433189
"2023 Karnataka Legislative Assembly election",?,?,432813
"Attack on Titan (TV series)",?,?,432354
"Harry Potter (film series)",?,?,432326
"Woody Harrelson",?,?,432215
"Cher",?,?,429585
"Keira Knightley",?,?,429384
"Varisu",?,?,429304
"2024 United States presidential election",?,?,428103
"Snoop Dogg",?,?,427081
"Daniel Ricciardo",?,?,427076
"Paul Vallas",?,?,426084
"List of Brendan Fraser performances",?,?,425822
"Kim Kardashian",?,?,425071
"George Soros",?,?,424710
"Cole Sprouse",?,?,424322
"William Shakespeare",?,?,424010
"Michael Schumacher",?,?,423786
"Air Pollution Index",?,?,423531
"Rina Sawayama",?,?,423070
"List of Attack on Titan episodes",?,?,422692
"Napoleon",?,?,422412
"Emma Watson",?,?,422395
"Netherlands",?,?,421420
"Morgan Freeman",?,?,420935
"Billie Eilish",?,?,420851
"Chris Pine",?,?,420645
"Francis Ngannou",?,?,420282
"Hayden Panettiere",?,?,419465
"Alexandra Daddario",?,?,419084
"Abraham Lincoln",?,?,417499
"American Civil War",?,?,417340
"South Africa",?,?,417308
"Earth",?,?,417172
"Chance the Rapper",?,?,416747
"N. T. Rama Rao Jr.",?,?,416734
"Katy O'Brian",?,?,416505
"Black Adam (film)",?,?,415721
"Jason Ritter",?,?,415281
"Sydney Sweeney",?,?,415204
"Innocent (actor)",?,?,415136
"Mila Kunis",?,?,414360
"Elvis (2022 film)",?,?,414324
"Mia Goth",?,?,413227
"Ottoman Empire",?,?,413211
"George Michael",?,?,413190
"Jada Pinkett Smith",?,?,413103
"Steven Seagal",?,?,413049
"BTS",?,?,412886
"Malaysia Airlines Flight 17",?,?,412825
"Bola Tinubu",?,?,412522
"Henry VIII",?,?,412407
"Los Angeles",?,?,412209
"United Arab Emirates",?,?,411961
"List of South Park episodes",?,?,411855
"Saudi Arabia",?,?,411578
"Sam Altman",?,?,411506
"Andy Serkis",?,?,410957
"Quentin Tarantino",?,?,410172
"Jesus",?,?,409808
"Ryan Garcia",?,?,409460
"Ronald Reagan",?,?,408870
"2023 AFC U-20 Asian Cup",?,?,408646
"Bangladesh",?,?,408607
"Avatar (2009 film)",?,?,408318
"Jim Larrañaga",?,?,408240
"Star Trek: Picard",?,?,407870
"Salman Khan",?,?,407634
"David Bowie",?,?,407145
"Pau Gasol",?,?,406533
"A",?,?,406021
"Meghan, Duchess of Sussex",?,?,405902
"Narendra Modi",?,?,405530
"Bad Bunny",?,?,404677
"MrBeast",?,?,404672
"Annie Wersching",?,?,404355
"Franklin D. Roosevelt",?,?,404031
"New Zealand",?,?,403150
"Liam Hemsworth",?,?,403105
"Lonnie Frisbee",?,?,402919
"Julian Nagelsmann",?,?,402088
"Jason Bateman",?,?,401597
"Jason Momoa",?,?,400495
"Beyoncé",?,?,399891
"Ariana Grande",?,?,399648
"Marianne Bachmeier",?,?,399063
"Eva Longoria",?,?,398738
"Seven deadly sins",?,?,398186
"Malaysia",?,?,397684
"List of most-followed Instagram accounts",?,?,397528
"Song Hye-kyo",?,?,397093
"Italy",?,?,396755
"Homi J. Bhabha",?,?,396554
"Neymar",?,?,396121
"Diane Morgan",?,?,394662
"Jason Statham",?,?,393531
"Erin Darke",?,?,392565
"Andrew Lloyd Webber",?,?,391871
"Wikimedia Foundation",?,?,391695
"Chris Hemsworth",?,?,391202
"List of ethnic slurs",?,?,391037
"List of UFC events",?,?,390672
"Kylie Jenner",?,?,390136
"Mohamed Salah",?,?,389755
"Zwigato",?,?,389006
"Poker Face (TV series)",?,?,388931
"Carnival Row",?,?,388931
"Channing Tatum",?,?,388788
"Switzerland",?,?,388565
"List of James Bond films",?,?,388427
"Scream (1996 film)",?,?,388201
"A24",?,?,387962
"Ranbir Kapoor",?,?,387582
"Henry Cavill",?,?,387422
"Shraddha Kapoor",?,?,386810
"Muhammad",?,?,386740
"The Little Mermaid (2023 film)",?,?,386484
"Battle of Bakhmut",?,?,386342
"Matt Damon",?,?,386226
"Star Wars: The Bad Batch",?,?,386041
"Revolution (2023)",?,?,385440
"Shaka Smart",?,?,385235
"Pi",?,?,385022
"Malcolm X",?,?,384207
"Elton John",?,?,383960
"UEFA Euro 2024",?,?,383927
"Orlando Bloom",?,?,383506
"El Clásico",?,?,382909
"6ix9ine",?,?,382871
"George VI",?,?,382753
"Robert De Niro",?,?,382688
"M3GAN",?,?,382529
"Diana, Princess of Wales",?,?,382376
"Gervonta Davis",?,?,382139
"Brazil",?,?,381730
"Linux",?,?,381645
"Paul Mescal",?,?,381447
"Jim Carrey",?,?,380851
"Jennifer Coolidge",?,?,380668
"Game of Thrones",?,?,380203
"Valentina Shevchenko",?,?,380077
"Europe",?,?,379877
"Stephen Hawking",?,?,379622
"Helen Mirren",?,?,379468
"Alexei Navalny",?,?,378639
"David Attenborough",?,?,378497
"Victor Osimhen",?,?,378452
"Mesut Özil",?,?,378360
"Millennials",?,?,378161
"Marlon Brando",?,?,377466
"123Movies",?,?,377324
"Pink (singer)",?,?,377293
"Air (2023 film)",?,?,376998
"Peaky Blinders (TV series)",?,?,376989
"Scottie Scheffler",?,?,375987
"Interstellar (film)",?,?,375971
"Shavkat Rakhmonov",?,?,375855
"Titanic (1997 film)",?,?,375399
"Robert Downey Jr.",?,?,375035
"Rama Navami",?,?,374673
"Jack Nicholson",?,?,374639
"Rana Daggubati",?,?,374579
"Tottenham Hotspur F.C.",?,?,374347
"Sage Stallone",?,?,374146
"Shadow and Bone",?,?,374102
"Halle Berry",?,?,374087
"Troy Baker",?,?,374002
"Dickson Poon",?,?,373476
"Jordan Peterson",?,?,373428
"Aaron Taylor-Johnson",?,?,373227
"North America",?,?,372743
"The Masked Singer (American season 9)",?,?,372375
"The Walking Dead (TV series)",?,?,371872
"Mexico",?,?,371759
"Lori Lightfoot",?,?,371673
"Nope (film)",?,?,371554
"Selfiee",?,?,371396
"The Beatles",?,?,371202
"Rashmika Mandanna",?,?,370926
"Jackie Chan",?,?,370628
"Olivia Newton-John",?,?,370623
"Boston Strangler (film)",?,?,370578
"Bill Gates",?,?,370204
"Elizabeth Holmes",?,?,370066
"Demon Slayer: Kimetsu no Yaiba",?,?,369721
"Mel Gibson",?,?,369454
"Apple Inc.",?,?,369378
"Saddam Hussein",?,?,369349
"Sandra Bullock",?,?,369222
"List of countries and dependencies by population",?,?,368964
"Tom Holland",?,?,368736
"The Batman (film)",?,?,368676
"Chadwick Boseman",?,?,368669
"UBS",?,?,368625
"2 Girls 1 Cup",?,?,368538
"Alec Baldwin",?,?,368183
"Alexander Skarsgård",?,?,367901
"Resident Evil 4",?,?,367871
"M. M. Keeravani",?,?,366686
"Julius Caesar",?,?,366668
"Prince Harry, Duke of Sussex",?,?,366454
"Vietnam",?,?,366142
"List of largest U.S. bank failures",?,?,366062
"Signature Bank",?,?,365940
"Roman Reigns",?,?,365925
"MasterChef India (Hindi season 7)",?,?,365735
"Bella Hadid",?,?,364331
"Alexander the Great",?,?,364212
"Survivor 44",?,?,364118
"Liza Minnelli",?,?,364098
"Martin Luther King Jr.",?,?,363956
"Harry Potter",?,?,363794
"Kate Winslet",?,?,363501
"Prince (musician)",?,?,363284
"Mel Brooks",?,?,363272
"Jim Crow laws",?,?,363160
"Bradley Cooper",?,?,363143
"The Godfather",?,?,363099
"Michelle Williams (actress)",?,?,362903
"Elizabeth I",?,?,362090
"Venkatesh (actor)",?,?,361876
"Tina Turner",?,?,361851
"Fast X",?,?,361269
"Formula One",?,?,361164
"Chris Pratt",?,?,361151
"Grace Caroline Currey",?,?,361087
"Sam Neill",?,?,360769
"2022 Formula One World Championship",?,?,360740
"Naatu Naatu",?,?,360269
"GPT-4",?,?,360110
"NATO",?,?,360045
"Rachel Weisz",?,?,359189
"Spain",?,?,358617
"Ryan Gosling",?,?,358442
"Jessie Mei Li",?,?,357776
"Al Pacino",?,?,357543
"Taj Mahal",?,?,357488
"Portugal national football team",?,?,357093
"Justin Gaethje",?,?,356968
"Atomic bombings of Hiroshima and Nagasaki",?,?,356869
"Stranger Things",?,?,356823
"Suzume (film)",?,?,356365
"Aftersun",?,?,356362
"UFC on ESPN: Vera vs. Sandhagen",?,?,356102
"Cyprus",?,?,355606
"2026 FIFA World Cup",?,?,355481
"Charlie Sheen",?,?,355182
"Chief executive officer",?,?,354901
"Chester Bennington",?,?,354848
"Mark Zuckerberg",?,?,354646
"Darren Aronofsky",?,?,354150
"Pamela Anderson",?,?,354048
"Kazakhstan",?,?,353816
"Men's underwear index",?,?,353667
"Brett Goldstein",?,?,353016
"Winston Churchill",?,?,352980
"Grey's Anatomy",?,?,352975
"Kiara Advani",?,?,352504
"Better Call Saul",?,?,352455
"Dolly Parton",?,?,351606
"Kim Mulkey",?,?,351162
"Iran",?,?,351153
"Lake Bell",?,?,351098
"Joaquin Phoenix",?,?,351026
"Frida Kahlo",?,?,350790
"Dua Lipa",?,?,350429
"Argentina",?,?,350376
"Hong Kong",?,?,350300
"Lockheed Martin F-35 Lightning II",?,?,350241
"Kieran Culkin",?,?,350213
"Kareem Abdul-Jabbar",?,?,349999
"Patrick Swayze",?,?,349930
"S.S.C. Napoli",?,?,349465
"Winnie-the-Pooh: Blood and Honey",?,?,349379
"Audrey Hepburn",?,?,348528
"George Washington",?,?,348526
"Philip Seymour Hoffman",?,?,348521
"Vivek Ramaswamy",?,?,348161
"Tom Brady",?,?,348063
"Joe Alwyn",?,?,347617
"Hogwarts Legacy",?,?,347604
"Kevin Durant",?,?,347592
"Ian McShane",?,?,347541
"UFC Fight Night: Yan vs. Dvalishvili",?,?,347092
"Ireland",?,?,346745
"Fast & Furious",?,?,346617
"Collapse of Silicon Valley Bank",?,?,346559
"Scott Adkins",?,?,346558
"List of Michelle Yeoh performances",?,?,345968
"Meghan Trainor",?,?,345873
"Giannis Antetokounmpo",?,?,345815
"George V",?,?,345720
"Lewis Capaldi",?,?,345232
"Rocky",?,?,345124
"Sadie Sink",?,?,344933
"Anarkali",?,?,344016
